Seed  np arch1 arch2 arch3 chi2/dat duration
5067 179 9 10 5 0.75976 6.38819
2214 179 9 10 5 578.751 0.107132
7579 179 9 10 5 52.8112 6.2987
3941 179 9 10 5 309.722 0.0844721
6198 179 9 10 5 202.554 7.10375
5814 179 9 10 5 20.2291 6.80563
348 179 9 10 5 2.28383 6.17885
8925 179 9 10 5 167.818 7.20273
7572 179 9 10 5 0.738515 6.46712
7499 179 9 10 5 14.5223 6.33464
7998 179 9 10 5 7.02786 6.67998
4414 179 9 10 5 104.674 0.0556568
1825 179 9 10 5 1.91099 6.45068
2311 179 9 10 5 1176.42 0.0896745
3141 179 9 10 5 9179.71 0.0694481
9951 179 9 10 5 1.73312 7.77951
4001 179 9 10 5 64.8136 6.94613
6649 179 9 10 5 2.08859 6.86762
6173 179 9 10 5 41.9027 0.111789
9598 179 9 10 5 114.073 0.498836
8599 179 9 10 5 759.983 0.546845
5737 179 9 10 5 1.8264 6.48158
2645 179 9 10 5 1166.63 0.0540185
7922 179 9 10 5 79.6788 6.60916
2343 179 9 10 5 2.5736 7.10312
6838 179 9 10 5 17.6961 6.84321
2674 179 9 10 5 985.502 6.38674
5 179 9 10 5 0.28932 6.35416
4094 179 9 10 5 210.305 7.04076
5781 179 9 10 5 129.32 6.1969
620 179 9 10 5 330.425 0.0775518
5728 179 9 10 5 7.10131 6.37295
2272 179 9 10 5 6.92243 6.90813
5710 179 9 10 5 11.6197 6.98092
7854 179 9 10 5 1.11375 6.72835
4520 179 9 10 5 0.372002 6.72599
167 179 9 10 5 306.772 0.0839065
2987 179 9 10 5 8609.26 0.118122
718 179 9 10 5 94.0215 0.858807
7614 179 9 10 5 505.621 0.0643369
5823 179 9 10 5 236.027 0.263122
4582 179 9 10 5 5.4616 6.73141
9292 179 9 10 5 127.243 0.343144
1708 179 9 10 5 34.617 6.13947
8026 179 9 10 5 363.177 0.0534112
2605 179 9 10 5 800.836 0.0613641
6240 179 9 10 5 555.351 0.211887
522 179 9 10 5 1.44748 6.57476
2999 179 9 10 5 362.581 0.0530124
5008 179 9 10 5 62.1125 6.25034
3446 179 9 10 5 39.3332 6.70646
