Seed  np arch1 arch2 arch3 chi2/dat duration
3310 107 5 7 6 3101.29 0.0977786
4203 107 5 7 6 218.836 4.69976
2250 107 5 7 6 942.214 4.61741
3971 107 5 7 6 355.468 4.26575
4255 107 5 7 6 3.60885 4.40218
4386 107 5 7 6 94.0658 0.0338374
411 107 5 7 6 2421.2 4.68534
330 107 5 7 6 0.780075 4.76958
6299 107 5 7 6 616.239 4.40734
2741 107 5 7 6 0.932679 4.63195
134 107 5 7 6 60.5989 4.66568
6701 107 5 7 6 637.984 0.286406
1861 107 5 7 6 214.28 2.00893
4330 107 5 7 6 60.1192 4.66345
1195 107 5 7 6 612.202 0.532195
2078 107 5 7 6 76.6975 4.75719
6729 107 5 7 6 35.0293 0.135063
238 107 5 7 6 130.226 5.35451
3723 107 5 7 6 73.7228 4.62984
92 107 5 7 6 55.3972 5.17691
7595 107 5 7 6 197.641 4.62054
3523 107 5 7 6 355.007 4.466
443 107 5 7 6 298.545 0.104546
8862 107 5 7 6 96.5212 0.309743
8498 107 5 7 6 116.668 5.26755
6350 107 5 7 6 0.92241 4.5204
2178 107 5 7 6 38.9346 5.25422
2036 107 5 7 6 598.914 0.0744736
4410 107 5 7 6 56.8325 4.51597
4585 107 5 7 6 82.7704 4.63099
4878 107 5 7 6 221.369 4.73739
1470 107 5 7 6 6.96341 4.88153
2562 107 5 7 6 80.2133 5.24254
418 107 5 7 6 405.618 0.0317812
9372 107 5 7 6 173.064 4.85368
2539 107 5 7 6 32.6411 4.54177
209 107 5 7 6 373.135 0.132757
8810 107 5 7 6 0.505293 4.63255
9014 107 5 7 6 0.516428 4.98789
9146 107 5 7 6 41.0999 6.17673
1866 107 5 7 6 55.4051 4.87223
9911 107 5 7 6 48.0766 4.56496
6133 107 5 7 6 44.4868 4.80966
4196 107 5 7 6 4276.08 0.0226978
5505 107 5 7 6 157.317 0.193079
5646 107 5 7 6 49.4899 4.65425
8008 107 5 7 6 37.8724 4.71924
4436 107 5 7 6 0.512239 5.06953
8321 107 5 7 6 7.45018 5.00081
6201 107 5 7 6 154.829 4.9445
5471 107 5 7 6 9.60967 5.00425
