Seed  np arch1 arch2 arch3 chi2/dat duration
948 83 5 4 8 353.878 0.0357568
4816 83 5 4 8 467.379 4.23365
4292 83 5 4 8 100.639 0.0561834
3420 83 5 4 8 132.437 4.2669
3307 83 5 4 8 534.38 1.26228
1763 83 5 4 8 213.523 4.34142
2006 83 5 4 8 9.99337 4.12894
2524 83 5 4 8 43.696 3.9336
1978 83 5 4 8 234.408 0.084457
3255 83 5 4 8 448.363 4.19162
372 83 5 4 8 166.837 0.0304054
6114 83 5 4 8 29.2427 0.0399458
6701 83 5 4 8 2304.35 0.289961
9870 83 5 4 8 7.18025 4.69209
9714 83 5 4 8 5.62745 3.96717
7519 83 5 4 8 462.359 0.101661
8555 83 5 4 8 5520.61 0.0646795
7768 83 5 4 8 7.20403 3.88603
7254 83 5 4 8 28.2157 4.61564
7959 83 5 4 8 433.951 0.132881
4811 83 5 4 8 192.546 0.0908543
3579 83 5 4 8 118.871 0.38494
1525 83 5 4 8 80.1701 4.37764
8631 83 5 4 8 81.5022 0.0503975
484 83 5 4 8 416.018 0.189309
327 83 5 4 8 145.125 0.219329
9105 83 5 4 8 47.6016 4.20582
3668 83 5 4 8 1.7748 4.30934
6301 83 5 4 8 748.713 4.57646
3933 83 5 4 8 90.9978 4.40048
8487 83 5 4 8 108.305 3.98724
1273 83 5 4 8 481.645 0.0394646
2421 83 5 4 8 22.0726 4.49621
3581 83 5 4 8 205.474 4.28799
5274 83 5 4 8 152.964 4.41329
1559 83 5 4 8 879.844 0.311727
2102 83 5 4 8 290.249 4.43305
1782 83 5 4 8 211.752 0.109694
1694 83 5 4 8 73.3341 0.108396
269 83 5 4 8 108.783 4.20526
8483 83 5 4 8 356.27 0.104113
6933 83 5 4 8 10839.5 0.0352011
6848 83 5 4 8 0.484899 4.39888
8016 83 5 4 8 44.0423 4.31074
2765 83 5 4 8 56.437 4.26383
9815 83 5 4 8 87.0643 4.16186
9585 83 5 4 8 66.928 4.45552
8923 83 5 4 8 8.3383 4.20727
9267 83 5 4 8 176.138 4.16864
5801 83 5 4 8 40.1334 3.8955
6271 83 5 4 8 125.519 4.26824
