Seed  np arch1 arch2 arch3 chi2/dat duration
1543 62 4 5 4 346.143 3.90528
2659 62 4 5 4 59.5503 0.17266
1118 62 4 5 4 293.703 0.0737471
4589 62 4 5 4 96.0071 0.032229
8979 62 4 5 4 6.31331 4.02325
6472 62 4 5 4 100.111 4.02945
7309 62 4 5 4 100.174 4.3581
9802 62 4 5 4 21.6282 3.7432
1911 62 4 5 4 135.036 0.063216
3320 62 4 5 4 66.1826 3.96912
4388 62 4 5 4 19.9485 3.57178
4100 62 4 5 4 37.1699 3.59082
5209 62 4 5 4 523.82 0.0406289
7486 62 4 5 4 258.615 0.124867
5711 62 4 5 4 26564.8 0.0672468
4228 62 4 5 4 927.704 3.68954
148 62 4 5 4 516.682 0.0660994
4277 62 4 5 4 117.931 0.0844084
5982 62 4 5 4 3787.66 0.0499612
4907 62 4 5 4 56.5129 0.0277984
1692 62 4 5 4 1125.69 0.034024
3070 62 4 5 4 92.9638 0.748496
6550 62 4 5 4 0.612811 4.08534
5902 62 4 5 4 0.606182 4.1092
330 62 4 5 4 205.464 3.716
7566 62 4 5 4 35.6393 4.13294
7458 62 4 5 4 3255.92 0.0231487
6002 62 4 5 4 987.058 0.0776169
618 62 4 5 4 246.051 3.87328
5459 62 4 5 4 62.186 4.29924
1554 62 4 5 4 54.0762 3.43185
1232 62 4 5 4 855.228 0.0303642
6976 62 4 5 4 348.36 3.82055
5943 62 4 5 4 355.857 0.254236
4297 62 4 5 4 754.545 0.0330645
7750 62 4 5 4 185.808 3.71296
6096 62 4 5 4 279.183 0.0399052
7651 62 4 5 4 949.353 3.98802
4252 62 4 5 4 51.934 4.03535
231 62 4 5 4 65.7412 4.16395
475 62 4 5 4 1583.29 3.8111
2943 62 4 5 4 1506.75 4.25464
6798 62 4 5 4 30.6411 0.358571
2220 62 4 5 4 241.115 0.17466
1462 62 4 5 4 43.9802 4.33795
2293 62 4 5 4 479.967 0.0384586
3879 62 4 5 4 122.257 4.03089
6893 62 4 5 4 14208.4 4.36588
7704 62 4 5 4 16.2942 4.26565
1987 62 4 5 4 55.5298 3.9764
9576 62 4 5 4 1549.53 0.117456
