Seed  np arch1 arch2 arch3 chi2/dat duration
8815 99 4 8 5 2413.58 4.67074
8522 99 4 8 5 527.823 4.59093
6157 99 4 8 5 99.9635 0.0750759
2334 99 4 8 5 2037.26 4.75116
9997 99 4 8 5 0.387092 4.63175
8752 99 4 8 5 656.995 0.345556
2556 99 4 8 5 917.25 5.0381
1071 99 4 8 5 10.2853 4.17308
4002 99 4 8 5 3.20253 4.28825
7624 99 4 8 5 70.6573 4.33576
2337 99 4 8 5 118.207 0.127593
4641 99 4 8 5 279.061 0.0295706
5272 99 4 8 5 582.509 0.302368
3979 99 4 8 5 39.937 4.73054
2189 99 4 8 5 75.8025 4.63939
6034 99 4 8 5 164.129 4.51036
2713 99 4 8 5 2795.72 0.02712
1932 99 4 8 5 509.815 0.333715
933 99 4 8 5 0.273039 4.9532
3417 99 4 8 5 2.16708 4.8983
300 99 4 8 5 158.022 0.419432
3185 99 4 8 5 51.6396 5.03271
8095 99 4 8 5 8.2139 5.05934
923 99 4 8 5 265.023 0.0326232
2317 99 4 8 5 131.407 4.95322
6252 99 4 8 5 0.424713 4.72278
4067 99 4 8 5 2608.63 4.7061
6886 99 4 8 5 127.03 4.47345
9656 99 4 8 5 48.2196 4.74729
711 99 4 8 5 68.4168 5.05341
897 99 4 8 5 679.396 0.0325596
9412 99 4 8 5 65.626 4.44246
5065 99 4 8 5 0.951662 4.62871
7227 99 4 8 5 472.383 0.230494
2358 99 4 8 5 4846.22 0.149474
3503 99 4 8 5 482.287 5.0168
1605 99 4 8 5 1.54132 4.39616
8373 99 4 8 5 129.308 0.238145
7252 99 4 8 5 234.667 4.43956
1576 99 4 8 5 7091.16 0.0348435
5055 99 4 8 5 1.19354 4.53136
8034 99 4 8 5 73.0358 4.98581
8029 99 4 8 5 4395.87 0.0271054
6699 99 4 8 5 344.438 4.84596
1177 99 4 8 5 0.386143 4.2989
8817 99 4 8 5 263.268 5.18977
9421 99 4 8 5 184.159 0.0277072
950 99 4 8 5 231.921 4.33545
4429 99 4 8 5 8.1722 4.61813
7905 99 4 8 5 279.926 4.75008
5643 99 4 8 5 2784.61 0.0932985
