Seed  np arch1 arch2 arch3 chi2/dat duration
2779 90 5 5 7 26.268 4.22543
4298 90 5 5 7 29.4111 4.04736
1636 90 5 5 7 126.21 4.42817
2339 90 5 5 7 395.801 4.32999
1215 90 5 5 7 5.75171 4.37629
1196 90 5 5 7 39.9375 4.05183
4951 90 5 5 7 341.753 4.28375
2992 90 5 5 7 4743.41 0.0314923
2396 90 5 5 7 160.639 4.0403
631 90 5 5 7 28.4956 4.52478
7136 90 5 5 7 25.5848 4.40529
4322 90 5 5 7 669.157 0.0828077
7637 90 5 5 7 502.224 0.0377182
9304 90 5 5 7 9.81998 4.34536
1584 90 5 5 7 42.5602 4.3241
9136 90 5 5 7 240.464 4.77705
1883 90 5 5 7 23.9191 4.17183
1568 90 5 5 7 64.1494 4.5715
6625 90 5 5 7 0.501986 4.63625
1119 90 5 5 7 190.838 0.436588
4966 90 5 5 7 0.866713 4.61655
1444 90 5 5 7 479.691 4.20414
4704 90 5 5 7 0.607362 4.36621
1608 90 5 5 7 133.279 0.0423736
494 90 5 5 7 185.372 0.120786
2036 90 5 5 7 94.4157 0.124495
1307 90 5 5 7 140.861 4.92052
8519 90 5 5 7 111.642 0.064337
5024 90 5 5 7 35.3384 4.49157
6936 90 5 5 7 0.644155 4.19254
5021 90 5 5 7 64.9206 4.08964
3033 90 5 5 7 194.675 1.9327
7893 90 5 5 7 125.556 4.22143
934 90 5 5 7 1.05201 4.35831
4644 90 5 5 7 169.977 4.10148
4909 90 5 5 7 65.4784 0.0857418
188 90 5 5 7 0.697197 4.32262
9283 90 5 5 7 0.823788 4.22633
1522 90 5 5 7 469.708 0.28162
1442 90 5 5 7 149.857 0.334258
3113 90 5 5 7 350.439 0.0407951
9737 90 5 5 7 71.7513 4.91334
7267 90 5 5 7 78.3034 4.07667
5448 90 5 5 7 0.44226 4.4858
9748 90 5 5 7 0.600892 4.18468
9764 90 5 5 7 159.37 0.373804
2596 90 5 5 7 60.2581 4.49594
5415 90 5 5 7 97.5177 4.51605
747 90 5 5 7 50.0761 4.20315
4539 90 5 5 7 113.308 4.60935
9943 90 5 5 7 146.9 4.28416
