Seed  np arch1 arch2 arch3 chi2/dat duration
601 131 4 10 6 0.441688 5.14737
1636 131 4 10 6 86.9261 0.234155
5629 131 4 10 6 1816.88 0.120133
990 131 4 10 6 0.341182 5.4262
8269 131 4 10 6 931.14 5.81406
4141 131 4 10 6 83.58 5.79891
5254 131 4 10 6 108.116 5.64299
2584 131 4 10 6 0.432301 5.58769
3021 131 4 10 6 176.711 5.7049
8216 131 4 10 6 794.716 5.68831
3769 131 4 10 6 1.8607 5.14384
6049 131 4 10 6 231.464 0.0637882
1743 131 4 10 6 46.1492 5.14858
2778 131 4 10 6 82.895 0.138079
2697 131 4 10 6 1.02957 5.36133
9706 131 4 10 6 211.977 5.17691
6335 131 4 10 6 492.366 5.20684
4684 131 4 10 6 100.967 0.0979079
3728 131 4 10 6 1.01718 5.32661
597 131 4 10 6 12.9684 5.74319
1611 131 4 10 6 5818.69 5.6471
6878 131 4 10 6 0.474067 4.99297
5120 131 4 10 6 116.403 5.86863
5567 131 4 10 6 259.996 5.22743
221 131 4 10 6 21.2501 4.96575
1182 131 4 10 6 437.616 0.0368643
3050 131 4 10 6 217.507 4.62072
8167 131 4 10 6 30.7224 4.9442
8720 131 4 10 6 1086.81 5.28829
1917 131 4 10 6 36.7311 4.96005
1264 131 4 10 6 380.553 0.0515035
4918 131 4 10 6 525.317 5.17302
4696 131 4 10 6 0.362976 5.15856
7454 131 4 10 6 100.563 0.95212
3166 131 4 10 6 18.3843 5.30172
102 131 4 10 6 2.52074 5.1338
8756 131 4 10 6 0.927132 4.93884
7552 131 4 10 6 31.996 5.06598
9450 131 4 10 6 0.506079 4.84216
8376 131 4 10 6 24.2299 5.46959
7049 131 4 10 6 177.593 0.908908
2817 131 4 10 6 7.20036 5.15901
5048 131 4 10 6 60.9403 5.214
537 131 4 10 6 472.774 5.88705
5738 131 4 10 6 0.433352 5.26994
6916 131 4 10 6 54.6725 5.77705
3345 131 4 10 6 1216.16 0.060594
8450 131 4 10 6 4.35168 5.00037
4490 131 4 10 6 49.6421 5.35196
5495 131 4 10 6 38.1759 5.64963
1579 131 4 10 6 109.361 5.17025
