Seed  np arch1 arch2 arch3 chi2/dat duration
6927 109 5 9 4 1095.68 0.0398238
2879 109 5 9 4 0.590665 4.96089
3909 109 5 9 4 242.484 0.0473816
5741 109 5 9 4 747.344 4.73305
2679 109 5 9 4 44.3281 4.71478
1378 109 5 9 4 111.481 4.66228
8793 109 5 9 4 798.327 0.0449686
9670 109 5 9 4 0.970492 4.26331
4287 109 5 9 4 570.205 4.98593
9603 109 5 9 4 611.559 0.0746841
3240 109 5 9 4 0.482372 5.28935
4642 109 5 9 4 352.872 4.4523
2690 109 5 9 4 128.394 4.6921
4425 109 5 9 4 181.921 4.65468
8920 109 5 9 4 358.252 0.0822382
4599 109 5 9 4 53.0221 0.108149
5510 109 5 9 4 6.86336 4.63912
8262 109 5 9 4 376.758 5.33873
9980 109 5 9 4 1194.5 0.0285328
3064 109 5 9 4 210.625 4.46458
8073 109 5 9 4 126.289 0.0543122
8687 109 5 9 4 79.0903 0.0557184
9649 109 5 9 4 151.89 0.420877
7893 109 5 9 4 52.1907 4.71121
3508 109 5 9 4 81.3733 5.1435
8878 109 5 9 4 1038.73 0.0392781
5538 109 5 9 4 0.580146 4.76799
7989 109 5 9 4 655.788 0.0503284
9702 109 5 9 4 96.2731 0.248226
7136 109 5 9 4 63.7661 4.26236
110 109 5 9 4 59.8 5.17453
3228 109 5 9 4 50.8457 4.67104
5104 109 5 9 4 100.284 4.90428
111 109 5 9 4 509.732 0.044347
4954 109 5 9 4 18.2514 4.72536
4927 109 5 9 4 80.6614 5.14285
1985 109 5 9 4 124.537 0.140265
9595 109 5 9 4 39.6355 4.78037
377 109 5 9 4 394.018 0.0918609
826 109 5 9 4 35.7161 7.08193
6799 109 5 9 4 109.78 4.54088
2346 109 5 9 4 79.9302 4.42357
5858 109 5 9 4 32.5049 4.57724
3777 109 5 9 4 29.3827 4.66852
7390 109 5 9 4 108.192 4.74098
2382 109 5 9 4 177.723 4.77027
4604 109 5 9 4 3.3692 4.43001
6771 109 5 9 4 2.5969 4.61066
1982 109 5 9 4 4039.18 0.114231
8707 109 5 9 4 515.071 0.0367701
6680 109 5 9 4 47.8412 4.82318
