Seed  np arch1 arch2 arch3 chi2/dat duration
399 161 7 7 10 0.36246 6.08618
5815 161 7 7 10 61.8573 6.37753
5944 161 7 7 10 251.007 6.3842
1315 161 7 7 10 1.12738 6.06551
4563 161 7 7 10 4.22543 6.37481
2508 161 7 7 10 0.884227 5.70856
8213 161 7 7 10 20.1956 6.41454
9475 161 7 7 10 59.5953 5.60181
382 161 7 7 10 210.993 0.313278
2453 161 7 7 10 211.646 6.37617
783 161 7 7 10 7.16576 6.3742
3032 161 7 7 10 65.342 0.0787172
2271 161 7 7 10 63.1848 0.0564487
475 161 7 7 10 0.741763 6.09761
4533 161 7 7 10 3070.73 5.94973
2863 161 7 7 10 1495.37 0.213344
6039 161 7 7 10 1.70478 6.63867
2598 161 7 7 10 197.996 6.10342
605 161 7 7 10 25.2324 5.70246
9993 161 7 7 10 639.686 6.14446
1953 161 7 7 10 91.2566 6.44413
5709 161 7 7 10 104.389 0.0391917
6315 161 7 7 10 0.532185 6.30469
7311 161 7 7 10 83.296 6.03306
1423 161 7 7 10 161.93 6.12174
1071 161 7 7 10 144.961 0.0686558
2427 161 7 7 10 3.7741 6.29139
2894 161 7 7 10 51.4994 5.79063
8626 161 7 7 10 0.718021 5.94243
6669 161 7 7 10 21.2067 5.73277
7664 161 7 7 10 0.36679 5.67929
1462 161 7 7 10 51.2106 6.66633
1251 161 7 7 10 3.10149 6.27973
2102 161 7 7 10 282.915 6.8564
5564 161 7 7 10 0.995449 5.62258
622 161 7 7 10 178.941 6.10336
1054 161 7 7 10 51.645 6.24301
6543 161 7 7 10 0.643837 5.99483
1880 161 7 7 10 2.07018 6.13744
8129 161 7 7 10 18.472 5.9213
755 161 7 7 10 51.3051 6.0603
7265 161 7 7 10 21.9096 6.51563
807 161 7 7 10 31.3007 5.85522
6849 161 7 7 10 0.956779 6.56083
9719 161 7 7 10 0.600755 5.98369
9508 161 7 7 10 17.5616 6.59366
9425 161 7 7 10 48.1485 6.20709
900 161 7 7 10 70.3905 6.66887
8758 161 7 7 10 9.11186 5.79725
8726 161 7 7 10 87.1904 6.10972
362 161 7 7 10 929.104 0.0364618
