Seed  np arch1 arch2 arch3 chi2/dat duration
4762 89 9 4 5 815.685 4.56178
7478 89 9 4 5 105.806 4.28374
1619 89 9 4 5 1.0199 4.22887
1756 89 9 4 5 610.112 0.152643
7926 89 9 4 5 113.999 4.37611
3536 89 9 4 5 36.3063 3.96728
1179 89 9 4 5 131.876 4.56652
9217 89 9 4 5 3738.04 0.103376
2282 89 9 4 5 364.548 0.041937
5247 89 9 4 5 84.5914 4.24179
1689 89 9 4 5 476.54 0.188837
920 89 9 4 5 2505.38 0.0702058
5367 89 9 4 5 0.471419 4.47805
9808 89 9 4 5 29.76 4.19352
8709 89 9 4 5 15.2755 4.34524
2969 89 9 4 5 43.6287 4.2655
9108 89 9 4 5 120.28 4.3444
6165 89 9 4 5 787.96 0.13947
1950 89 9 4 5 936.127 4.19468
1459 89 9 4 5 148.485 0.0971415
7296 89 9 4 5 3412.46 0.0870634
8108 89 9 4 5 115.712 0.224522
6812 89 9 4 5 283.507 0.0364919
1176 89 9 4 5 68.3564 4.20182
3183 89 9 4 5 116.175 4.88893
3129 89 9 4 5 1.33613 4.5121
8349 89 9 4 5 7.48045 4.43799
7146 89 9 4 5 24.4027 4.31849
6626 89 9 4 5 413.427 0.0628086
708 89 9 4 5 76.4904 4.13667
680 89 9 4 5 27.2516 4.84695
2115 89 9 4 5 79.7214 4.511
3021 89 9 4 5 0.508996 4.57344
8268 89 9 4 5 191.288 0.148883
417 89 9 4 5 12.2014 4.12476
7480 89 9 4 5 13.4292 4.00506
7280 89 9 4 5 102.371 4.20608
7193 89 9 4 5 157.581 4.64008
1810 89 9 4 5 1121.77 0.130903
9426 89 9 4 5 796.559 0.104574
7506 89 9 4 5 432.334 0.0814866
7580 89 9 4 5 422.908 0.187557
9214 89 9 4 5 761.662 4.61493
7904 89 9 4 5 33.9979 4.20329
1462 89 9 4 5 66.0219 4.36524
8523 89 9 4 5 42.8286 4.20661
3876 89 9 4 5 0.787925 4.27356
5100 89 9 4 5 167.78 0.0324118
242 89 9 4 5 2.57678 4.36245
2921 89 9 4 5 142.602 0.704592
648 89 9 4 5 371.701 4.47268
