Seed  np arch1 arch2 arch3 chi2/dat duration
6813 188 10 7 10 71.4829 7.24922
3814 188 10 7 10 2.83061 7.13618
6579 188 10 7 10 164.264 7.38762
6346 188 10 7 10 58.0863 7.09333
7184 188 10 7 10 359.59 0.113806
1222 188 10 7 10 2.6033 7.02658
5488 188 10 7 10 95.7845 6.81182
1610 188 10 7 10 3.3784 6.57658
5135 188 10 7 10 501.361 6.56972
7276 188 10 7 10 945.841 0.0875353
9945 188 10 7 10 0.504961 7.07294
1732 188 10 7 10 362.871 0.43285
7861 188 10 7 10 907.882 0.15997
6596 188 10 7 10 44.5145 6.85218
9066 188 10 7 10 0.309487 6.89019
2615 188 10 7 10 10.4574 6.71932
1831 188 10 7 10 0.945603 7.23928
2313 188 10 7 10 0.834147 6.60489
2246 188 10 7 10 53.8501 7.38878
3200 188 10 7 10 13.4198 6.62776
6210 188 10 7 10 8.65009 6.9028
5685 188 10 7 10 3.19373 7.01058
7705 188 10 7 10 7.13241 7.20383
546 188 10 7 10 1.33209 6.6771
9941 188 10 7 10 134.666 0.0794979
2749 188 10 7 10 212.249 0.131513
2112 188 10 7 10 0.107031 6.78015
458 188 10 7 10 5.58344 6.32902
1953 188 10 7 10 358.192 0.0387468
6440 188 10 7 10 20.4985 6.44109
9095 188 10 7 10 84.1719 1.31202
1682 188 10 7 10 564.322 0.284203
3060 188 10 7 10 2.49111 6.39652
1932 188 10 7 10 446.444 0.691393
4156 188 10 7 10 3.46076 7.24696
5771 188 10 7 10 189.857 6.87483
8522 188 10 7 10 49.8371 6.50916
6054 188 10 7 10 207.614 0.300951
7979 188 10 7 10 86.1728 0.219508
2619 188 10 7 10 266.234 7.32462
354 188 10 7 10 0.466895 7.03046
7969 188 10 7 10 7.11579 6.7715
2464 188 10 7 10 1.02341 7.23533
6862 188 10 7 10 0.274491 6.83334
632 188 10 7 10 6.41482 6.51324
3056 188 10 7 10 250.395 0.782451
4092 188 10 7 10 3.54025 6.48453
5833 188 10 7 10 91.8273 6.6957
7622 188 10 7 10 1063.68 7.26854
8438 188 10 7 10 10.6815 6.7521
6793 188 10 7 10 3.09246 6.60681
