Seed  np arch1 arch2 arch3 chi2/dat duration
8413 65 6 4 4 1382.21 0.0568175
6226 65 6 4 4 402.274 0.076924
5566 65 6 4 4 5416.17 0.162791
788 65 6 4 4 182.295 3.49613
2833 65 6 4 4 21.1174 3.82799
360 65 6 4 4 564.38 0.220563
842 65 6 4 4 51.9388 0.10274
1451 65 6 4 4 4106.83 4.22708
4393 65 6 4 4 1791.23 0.106943
763 65 6 4 4 100.724 4.07528
7389 65 6 4 4 413.679 0.0904097
3042 65 6 4 4 126.309 3.58446
3248 65 6 4 4 2.22596 3.91267
6195 65 6 4 4 134.895 0.419066
9095 65 6 4 4 896.075 0.0435373
4706 65 6 4 4 325.638 0.152879
9931 65 6 4 4 137.897 4.0185
7748 65 6 4 4 997.942 0.0605319
588 65 6 4 4 5852.66 0.0612135
785 65 6 4 4 541.474 0.0996593
6994 65 6 4 4 165.641 0.0752452
2023 65 6 4 4 472.893 0.232821
427 65 6 4 4 21.8227 3.99083
3317 65 6 4 4 233.298 0.0330424
1157 65 6 4 4 201.281 0.11612
6718 65 6 4 4 54.9213 3.89725
3876 65 6 4 4 230.663 3.97387
3299 65 6 4 4 159.598 0.0993727
5129 65 6 4 4 160.217 0.262075
314 65 6 4 4 2252.05 4.42763
3945 65 6 4 4 324.664 4.00444
1675 65 6 4 4 664.785 0.112331
60 65 6 4 4 24.2397 3.71213
1257 65 6 4 4 24.5619 3.85614
8212 65 6 4 4 187.896 0.106122
1400 65 6 4 4 384.378 0.0284316
1175 65 6 4 4 180.296 0.0373431
3210 65 6 4 4 131.2 0.0646261
3422 65 6 4 4 664.515 2.58163
137 65 6 4 4 286.398 3.60035
6163 65 6 4 4 1.5028 3.73802
5880 65 6 4 4 209.489 1.44765
1093 65 6 4 4 503.46 0.0911215
150 65 6 4 4 0.737994 4.27369
1789 65 6 4 4 53.1908 0.192861
4797 65 6 4 4 2.18097 3.9045
7886 65 6 4 4 38.1427 0.0567123
9905 65 6 4 4 542.898 0.101805
9790 65 6 4 4 246.136 4.12851
5496 65 6 4 4 661.032 0.0814821
2137 65 6 4 4 322.668 1.0019
