Seed  np arch1 arch2 arch3 chi2/dat duration
5710 95 4 6 7 22.2652 4.87745
687 95 4 6 7 60.1253 4.70098
5487 95 4 6 7 66.0339 4.6286
5986 95 4 6 7 5.70267 4.43752
6899 95 4 6 7 74.4157 4.26159
7619 95 4 6 7 997.926 0.307744
8906 95 4 6 7 257.767 0.0360802
5211 95 4 6 7 7.33471 4.3405
3760 95 4 6 7 254.592 4.5578
4411 95 4 6 7 25.3408 4.02247
3110 95 4 6 7 16.4725 4.47294
7134 95 4 6 7 227.469 0.318115
1160 95 4 6 7 217.259 4.57877
1463 95 4 6 7 215.36 4.17154
9571 95 4 6 7 0.530389 4.56708
714 95 4 6 7 302.02 0.13733
2858 95 4 6 7 30.4313 4.26827
5665 95 4 6 7 0.599894 4.57063
279 95 4 6 7 42.4506 4.60707
1845 95 4 6 7 0.797831 4.4403
7876 95 4 6 7 94.5859 4.16466
251 95 4 6 7 171.947 0.230081
9989 95 4 6 7 78.4085 4.30852
7634 95 4 6 7 0.602674 4.86477
9434 95 4 6 7 19.9726 4.29708
9371 95 4 6 7 116.282 0.146293
460 95 4 6 7 89.959 4.55337
832 95 4 6 7 20.5868 4.60602
5200 95 4 6 7 104.146 4.3514
1949 95 4 6 7 386.75 4.74087
3137 95 4 6 7 15.2267 4.00049
6088 95 4 6 7 126.095 4.10956
4747 95 4 6 7 2302.54 0.318742
4333 95 4 6 7 45.0913 4.87479
6479 95 4 6 7 1442.08 0.15616
9281 95 4 6 7 156.565 0.315393
1871 95 4 6 7 469.254 3.81342
8610 95 4 6 7 175.954 4.30438
2116 95 4 6 7 79.8185 4.30567
8624 95 4 6 7 0.935155 4.56822
6941 95 4 6 7 149.011 4.76226
6023 95 4 6 7 8.28912 4.33886
8074 95 4 6 7 29.4448 4.17491
9099 95 4 6 7 58.3927 4.37733
3218 95 4 6 7 660.875 4.33698
4502 95 4 6 7 0.6739 4.68009
2278 95 4 6 7 111.754 4.8666
5134 95 4 6 7 11.0128 4.83869
5766 95 4 6 7 7.7951 4.08717
9531 95 4 6 7 141.186 0.315281
8383 95 4 6 7 913.571 4.28265
