Seed  np arch1 arch2 arch3 chi2/dat duration
1067 189 10 8 8 1.21893 7.38799
6329 189 10 8 8 5.38891 7.07349
5063 189 10 8 8 0.474146 7.18275
2815 189 10 8 8 0.333032 7.38085
1556 189 10 8 8 23.4955 6.80636
3824 189 10 8 8 253.362 0.2756
6408 189 10 8 8 6.70207 6.94965
5009 189 10 8 8 0.673332 6.90389
9528 189 10 8 8 0.52732 7.05451
78 189 10 8 8 2914.19 7.04408
4452 189 10 8 8 28.0034 7.08554
6334 189 10 8 8 1.25152 6.64357
2389 189 10 8 8 166.019 1.73245
5348 189 10 8 8 252.334 0.103566
3353 189 10 8 8 12.6649 7.48831
134 189 10 8 8 85.9401 7.01298
5767 189 10 8 8 2.10589 6.42254
8030 189 10 8 8 37.9856 6.9993
2059 189 10 8 8 7.86085 6.53794
5920 189 10 8 8 165.833 0.438184
9748 189 10 8 8 0.661225 6.78917
4786 189 10 8 8 160.597 6.60954
5157 189 10 8 8 46.4691 0.827166
1279 189 10 8 8 104.358 7.59832
148 189 10 8 8 18.9145 7.08331
3006 189 10 8 8 207.235 6.90722
1530 189 10 8 8 76.6353 6.83193
8925 189 10 8 8 96.6465 6.85458
995 189 10 8 8 188.459 4.92441
3648 189 10 8 8 19.3496 7.23567
4701 189 10 8 8 3.16777 6.9518
9691 189 10 8 8 230.289 7.81232
6374 189 10 8 8 0.0992511 7.25586
969 189 10 8 8 21.4952 6.8236
2941 189 10 8 8 106.459 7.00127
9904 189 10 8 8 15.1969 6.2277
6981 189 10 8 8 2.38018 6.75795
2741 189 10 8 8 0.308234 7.01065
8817 189 10 8 8 20.8889 6.75884
5184 189 10 8 8 49.5149 7.42768
4449 189 10 8 8 47.1278 4.33282
6259 189 10 8 8 57.2796 7.2834
3240 189 10 8 8 37.6521 6.72689
2003 189 10 8 8 508.855 0.150282
8292 189 10 8 8 198.93 0.131926
8568 189 10 8 8 855.235 0.0526432
2213 189 10 8 8 438.077 7.12198
8869 189 10 8 8 8.30829 6.91634
2560 189 10 8 8 321.554 0.147657
5342 189 10 8 8 294.824 0.0800541
3008 189 10 8 8 13.5124 6.91226
