Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
1749 190 6 7 7 8 6.85337e+06 3.04389
3026 190 6 7 7 8 178020 2.03072
8969 190 6 7 7 8 30611.8 2.11315
2809 190 6 7 7 8 198234 45.2335
4017 190 6 7 7 8 472030 16.3845
8331 190 6 7 7 8 33295.1 72.4619
3042 190 6 7 7 8 808056 3.02861
2579 190 6 7 7 8 117017 2.05751
2487 190 6 7 7 8 1.90634e+06 2.04929
2302 190 6 7 7 8 80941.2 3.10863
6571 190 6 7 7 8 263210 3.13462
9089 190 6 7 7 8 25824.6 2.07523
7839 190 6 7 7 8 240470 2.05548
3906 190 6 7 7 8 463514 2.06004
1973 190 6 7 7 8 388994 2.02679
2926 190 6 7 7 8 2.47943e+06 142.241
1549 190 6 7 7 8 348254 2.09537
6735 190 6 7 7 8 3531.24 3.27322
7585 190 6 7 7 8 169328 2.07838
2388 190 6 7 7 8 856601 2.06394
3404 190 6 7 7 8 2.11569e+06 2.03129
5965 190 6 7 7 8 5.32546e+06 2.04096
1095 190 6 7 7 8 6.20072e+06 2.07117
1937 190 6 7 7 8 4.91942e+06 2.02929
7207 190 6 7 7 8 818181 3.03932
6057 190 6 7 7 8 361373 2.03045
4239 190 6 7 7 8 861804 2.05638
613 190 6 7 7 8 132672 2.03886
4156 190 6 7 7 8 119739 2.1297
6213 190 6 7 7 8 2303.67 637.902
3336 190 6 7 7 8 5.33155e+06 3.03613
1839 190 6 7 7 8 7.88244e+06 3.02901
168 190 6 7 7 8 398514 2.06266
2202 190 6 7 7 8 9.72644e+06 3.04864
9718 190 6 7 7 8 229652 2.06494
7446 190 6 7 7 8 1.3983e+07 3.03931
9721 190 6 7 7 8 1.5589e+07 2.03313
434 190 6 7 7 8 191603 2.04023
644 190 6 7 7 8 5.14071e+06 3.08395
203 190 6 7 7 8 102891 7.38603
670 190 6 7 7 8 125506 2.07942
5383 190 6 7 7 8 6.15005e+06 3.03642
2974 190 6 7 7 8 575636 2.07454
6445 190 6 7 7 8 196392 2.06043
7284 190 6 7 7 8 182283 2.05886
6749 190 6 7 7 8 5.85869e+06 2.04927
1941 190 6 7 7 8 146558 2.06999
6840 190 6 7 7 8 298536 3.12888
5667 190 6 7 7 8 41537.1 2.0554
9405 190 6 7 7 8 3.27713e+08 2.02478
3914 190 6 7 7 8 1.76497e+06 2.0585
