Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
6600 129 4 6 6 6 1.00536e+09 2.17711
2123 129 4 6 6 6 1.84969e+06 1.3775
108 129 4 6 6 6 1.95889e+06 1.3742
6220 129 4 6 6 6 60744.2 65.6169
3998 129 4 6 6 6 538678 1.36071
1384 129 4 6 6 6 27018.7 18.7687
2394 129 4 6 6 6 7.28113e+06 1.38053
1819 129 4 6 6 6 759604 1.38272
8680 129 4 6 6 6 504796 2.04171
9246 129 4 6 6 6 1.17698e+07 1.39556
1829 129 4 6 6 6 5956.83 282.749
693 129 4 6 6 6 614522 2.03634
3571 129 4 6 6 6 11392.9 5.59926
6710 129 4 6 6 6 37076.3 1.38366
1504 129 4 6 6 6 518.63 542.371
3237 129 4 6 6 6 3.07515e+06 2.04439
3898 129 4 6 6 6 1.56722e+07 1.38481
9278 129 4 6 6 6 130289 1.36444
7193 129 4 6 6 6 695449 1.36243
9061 129 4 6 6 6 7.80622e+06 104.629
7833 129 4 6 6 6 1.47772e+07 1.38199
2900 129 4 6 6 6 2.87197e+07 1.38136
4028 129 4 6 6 6 23729.1 1.4724
1054 129 4 6 6 6 3.3574e+06 397.016
2793 129 4 6 6 6 77338.9 2.10117
4967 129 4 6 6 6 20066.2 11.7538
6560 129 4 6 6 6 1.23279e+06 1.36162
9632 129 4 6 6 6 13329.9 2.21535
8737 129 4 6 6 6 2.22207e+06 2.03697
3903 129 4 6 6 6 59540.9 2.15838
9533 129 4 6 6 6 393808 1.39107
1232 129 4 6 6 6 219136 2.03898
4327 129 4 6 6 6 58134.6 1.37327
6669 129 4 6 6 6 2650.59 2.20778
3917 129 4 6 6 6 100108 2.11045
4014 129 4 6 6 6 15179.6 1.38076
4308 129 4 6 6 6 87900 1.3826
4487 129 4 6 6 6 757458 1.35882
930 129 4 6 6 6 412837 1.3639
4610 129 4 6 6 6 6.64604e+06 1.38133
4469 129 4 6 6 6 8701.51 1.4182
1409 129 4 6 6 6 1922.88 3.5209
7527 129 4 6 6 6 14111.6 2.12863
6053 129 4 6 6 6 38976.7 2.11168
9907 129 4 6 6 6 508823 2.06022
4154 129 4 6 6 6 781191 1.38513
7173 129 4 6 6 6 1.4754e+06 1.37017
2468 129 4 6 6 6 10508.7 2.11757
2005 129 4 6 6 6 374695 383.974
8300 129 4 6 6 6 278979 1.40688
8650 129 4 6 6 6 8.00763e+08 2.04805
