Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
3599 208 6 7 7 10 10920.2 145.127
8732 208 6 7 7 10 2265.12 3.3495
3117 208 6 7 7 10 102320 2.211
7837 208 6 7 7 10 586.066 918.768
473 208 6 7 7 10 45039.3 2.34805
763 208 6 7 7 10 298961 2.26428
3997 208 6 7 7 10 475148 2.22688
4114 208 6 7 7 10 267491 2.27045
6024 208 6 7 7 10 82430.7 24.6483
5898 208 6 7 7 10 240388 3.32234
3666 208 6 7 7 10 215828 2.21124
5875 208 6 7 7 10 59578.2 3.44187
7827 208 6 7 7 10 270255 2.35502
2241 208 6 7 7 10 24068.8 2.24667
8456 208 6 7 7 10 57912 2.29144
5769 208 6 7 7 10 213137 2.3384
4458 208 6 7 7 10 2.20084e+06 3.36627
3416 208 6 7 7 10 10078.5 2.23314
5381 208 6 7 7 10 4499.29 2.31164
4635 208 6 7 7 10 72123 24.729
6197 208 6 7 7 10 308871 3.49025
457 208 6 7 7 10 37279.7 2.34551
5545 208 6 7 7 10 6.82056e+08 2.21229
4416 208 6 7 7 10 35404.5 2.38353
986 208 6 7 7 10 534873 2.21522
5058 208 6 7 7 10 1.04734e+06 3.31775
573 208 6 7 7 10 5.91897e+06 2.22333
5984 208 6 7 7 10 60301 2.23476
4410 208 6 7 7 10 6.83196e+07 2.26756
5675 208 6 7 7 10 8.66756e+06 2.26035
6551 208 6 7 7 10 1.44254e+06 528.664
1428 208 6 7 7 10 874.799 1013.16
196 208 6 7 7 10 32259.2 3.39591
1459 208 6 7 7 10 3642.86 3.37763
5877 208 6 7 7 10 906092 2.22175
713 208 6 7 7 10 3763.65 4.69312
1402 208 6 7 7 10 126582 2.21309
6548 208 6 7 7 10 174103 3.32252
4558 208 6 7 7 10 3.6452e+06 2.26121
4794 208 6 7 7 10 2.50077e+06 2.23762
351 208 6 7 7 10 1.37202e+07 2.26362
6507 208 6 7 7 10 43546.3 2.23924
9851 208 6 7 7 10 6.37022e+06 3.40883
9385 208 6 7 7 10 2.6735e+06 2.25409
5002 208 6 7 7 10 816289 3.45906
7981 208 6 7 7 10 704284 3.40447
9252 208 6 7 7 10 7638.96 228.365
6116 208 6 7 7 10 130418 3.32486
8372 208 6 7 7 10 44209.5 2.21263
5967 208 6 7 7 10 2.35021e+06 37.9908
2720 208 6 7 7 10 298657 2.25495
