Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
7186 298 9 9 9 9 40730.5 3.29707
400 298 9 9 9 9 77988.5 3.31775
305 298 9 9 9 9 34597.4 3.4596
29 298 9 9 9 9 7.53893e+06 3.30663
1353 298 9 9 9 9 8.19012e+06 6.73125
5380 298 9 9 9 9 141828 3.31292
5958 298 9 9 9 9 806328 3.26702
3506 298 9 9 9 9 157989 3.34568
1043 298 9 9 9 9 308619 3.42193
6917 298 9 9 9 9 7.95842e+06 5.09383
9052 298 9 9 9 9 626220 3.26626
2067 298 9 9 9 9 1.89547e+07 4.95804
391 298 9 9 9 9 26221 3.3648
6681 298 9 9 9 9 4.87527e+06 3.40689
744 298 9 9 9 9 774609 3.31723
1015 298 9 9 9 9 307548 3.38283
5822 298 9 9 9 9 19672 3.38111
1242 298 9 9 9 9 222331 4.88901
1736 298 9 9 9 9 705456 331.364
8309 298 9 9 9 9 126193 3.3341
2837 298 9 9 9 9 890042 3.37862
3857 298 9 9 9 9 1.69494e+06 3.32515
9701 298 9 9 9 9 2.35885e+07 3.35326
403 298 9 9 9 9 201038 3.32494
6000 298 9 9 9 9 343165 5.00143
3254 298 9 9 9 9 1.18733e+06 3.34336
9022 298 9 9 9 9 155346 5.00444
7405 298 9 9 9 9 1228.16 1219.75
1244 298 9 9 9 9 2.9291e+06 3.26117
806 298 9 9 9 9 8347.35 316.538
8404 298 9 9 9 9 371816 3.36552
5291 298 9 9 9 9 3.09285e+06 5.09971
4380 298 9 9 9 9 67475.5 54.6985
8482 298 9 9 9 9 3.80245e+06 5.18544
9229 298 9 9 9 9 543079 4.89767
2094 298 9 9 9 9 259559 3.27057
783 298 9 9 9 9 42569.1 11.8127
7865 298 9 9 9 9 1.54335e+07 3.32179
836 298 9 9 9 9 150007 3.4262
9018 298 9 9 9 9 1.30867e+06 3.25761
5820 298 9 9 9 9 80369.2 3.30776
669 298 9 9 9 9 38.2702 1323.96
1056 298 9 9 9 9 12552.8 3.27226
7727 298 9 9 9 9 137264 3.34586
5620 298 9 9 9 9 1.23144e+06 4.90939
9409 298 9 9 9 9 49210.9 3.39763
5658 298 9 9 9 9 1.93705e+07 4.90662
3743 298 9 9 9 9 12922.2 23.438
8200 298 9 9 9 9 8904.09 5.12684
3380 298 9 9 9 9 3869.99 103.567
5915 298 9 9 9 9 4128.78 5.3343
