Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
364 337 8 10 10 10 27.0553 1644.42
2380 337 8 10 10 10 211127 150.802
3116 337 8 10 10 10 102594 53.4359
7643 337 8 10 10 10 51148.8 3.83967
2022 337 8 10 10 10 8427.81 6.20079
4514 337 8 10 10 10 4515.59 51.7504
2569 337 8 10 10 10 1.84108e+07 5.87637
2559 337 8 10 10 10 31093.7 5.86814
5459 337 8 10 10 10 142065 5.75347
5282 337 8 10 10 10 22075.6 4.00247
3011 337 8 10 10 10 208785 69.9742
1597 337 8 10 10 10 1.35898e+07 3.7605
9721 337 8 10 10 10 1.37405e+07 3.7867
5065 337 8 10 10 10 133357 3.76595
6115 337 8 10 10 10 120036 3.77843
4652 337 8 10 10 10 9668.96 6.11848
3577 337 8 10 10 10 207497 3.7988
2748 337 8 10 10 10 184636 3.75717
7148 337 8 10 10 10 62766.3 3.77514
5783 337 8 10 10 10 33100 3.76864
5009 337 8 10 10 10 45855.3 6.01359
3205 337 8 10 10 10 3.66643e+07 5.63442
2285 337 8 10 10 10 7093.26 559.911
1723 337 8 10 10 10 1.27037e+08 5.62761
741 337 8 10 10 10 0.918383 1245.93
4750 337 8 10 10 10 26609.9 3.81507
8146 337 8 10 10 10 54237.2 3.86546
8663 337 8 10 10 10 57275.1 6.0869
6189 337 8 10 10 10 899434 3.81857
3525 337 8 10 10 10 102177 57.0929
695 337 8 10 10 10 118926 3.76946
6640 337 8 10 10 10 226133 5.87091
6037 337 8 10 10 10 1.48204e+06 3.95529
2211 337 8 10 10 10 51122.2 5.95562
3618 337 8 10 10 10 174101 3.81921
3743 337 8 10 10 10 6303.03 6.12531
6557 337 8 10 10 10 55091.2 27.1544
3210 337 8 10 10 10 4.59347e+08 5.63583
9852 337 8 10 10 10 669913 3.7682
7627 337 8 10 10 10 1.42489e+06 3.77555
1267 337 8 10 10 10 1.0318e+06 5.64697
851 337 8 10 10 10 22292.4 260.681
3660 337 8 10 10 10 30842.8 5.92739
6820 337 8 10 10 10 5.58443e+06 5.62012
303 337 8 10 10 10 299246 3.8178
3316 337 8 10 10 10 169.829 1555.38
4177 337 8 10 10 10 811638 3.78698
5800 337 8 10 10 10 1.83152e+07 1078.68
9141 337 8 10 10 10 900510 3.77552
5404 337 8 10 10 10 121797 5.63198
7731 337 8 10 10 10 203348 5.76363
