Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
4788 161 6 6 6 8 366739 1.71535
2695 161 6 6 6 8 312053 1.71909
8943 161 6 6 6 8 175940 1.73929
4156 161 6 6 6 8 235359 1.85283
5759 161 6 6 6 8 59395.6 1.72338
5124 161 6 6 6 8 234925 1.79166
3558 161 6 6 6 8 10876 1.71945
33 161 6 6 6 8 2.44201e+07 1.73278
2444 161 6 6 6 8 200073 1.7297
2069 161 6 6 6 8 5000.15 1.79606
9135 161 6 6 6 8 95306.1 1.77359
5921 161 6 6 6 8 9.16658e+06 2.56005
5145 161 6 6 6 8 513562 1.73403
5035 161 6 6 6 8 8479.99 648.976
8208 161 6 6 6 8 17246.2 2.67714
615 161 6 6 6 8 206.949 620.262
3993 161 6 6 6 8 4.45766e+07 2.57188
5975 161 6 6 6 8 1.89712e+07 1.71525
5530 161 6 6 6 8 127469 1.73173
7912 161 6 6 6 8 323461 1.73577
69 161 6 6 6 8 3.27766e+07 1.7465
4525 161 6 6 6 8 837971 13.2315
7362 161 6 6 6 8 1.032e+06 1.71371
4773 161 6 6 6 8 2.74567e+06 1.71042
4368 161 6 6 6 8 67258.1 2.71738
317 161 6 6 6 8 266996 1.75073
8602 161 6 6 6 8 2.50502e+06 1.74381
9087 161 6 6 6 8 4.67106e+07 2.56168
1499 161 6 6 6 8 85936.1 1.71126
6245 161 6 6 6 8 1.17322e+06 1.73892
5286 161 6 6 6 8 2.90261e+06 1.74049
9808 161 6 6 6 8 660413 2.64543
8881 161 6 6 6 8 473883 1.73797
1072 161 6 6 6 8 12985.4 1.73751
1874 161 6 6 6 8 9.03819e+06 1.73718
7624 161 6 6 6 8 74301.5 1.72664
8749 161 6 6 6 8 49157.5 2.6148
7640 161 6 6 6 8 2.91654e+06 2.57209
7944 161 6 6 6 8 2161.31 825.438
9860 161 6 6 6 8 5808.69 1.71359
8634 161 6 6 6 8 2.84368e+06 1.75675
8202 161 6 6 6 8 2.22738e+07 1.72788
7661 161 6 6 6 8 1.50087e+07 1.7538
1532 161 6 6 6 8 1.33496e+08 2.558
2012 161 6 6 6 8 673631 1.72478
1830 161 6 6 6 8 407224 2.6803
3941 161 6 6 6 8 6.09062e+06 2.59047
5144 161 6 6 6 8 5.67354e+06 1.74214
1371 161 6 6 6 8 1507.62 13.1
9171 161 6 6 6 8 259796 1.80626
4667 161 6 6 6 8 2.95913e+06 1.73483
