Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
8536 151 4 6 7 7 597640 36.3268
6655 151 4 6 7 7 156526 1.60444
3262 151 4 6 7 7 52737 1.61216
207 151 4 6 7 7 4.68157e+06 2.37268
5078 151 4 6 7 7 15853.2 1.63784
9980 151 4 6 7 7 703697 1.59855
9078 151 4 6 7 7 167.095 583.608
8264 151 4 6 7 7 4.28717e+06 2.42418
6390 151 4 6 7 7 3525.22 2.48042
1927 151 4 6 7 7 1.05325e+06 1.70146
3053 151 4 6 7 7 37387.9 1.57308
5146 151 4 6 7 7 9.62112 527.014
8894 151 4 6 7 7 190358 1.60732
2416 151 4 6 7 7 2.38411e+06 2.42898
9710 151 4 6 7 7 3.4462e+06 71.3859
1102 151 4 6 7 7 2.16225e+06 2.36263
4962 151 4 6 7 7 14295.7 2.49955
8104 151 4 6 7 7 3.97667e+06 2.46461
8991 151 4 6 7 7 593762 1.61058
7376 151 4 6 7 7 335286 2.43176
9842 151 4 6 7 7 108695 1.60358
1571 151 4 6 7 7 339327 1.58432
2160 151 4 6 7 7 573497 1.61482
9932 151 4 6 7 7 37802.2 2.36072
6814 151 4 6 7 7 3.41938e+10 2.38486
6039 151 4 6 7 7 2.1892e+06 1.59418
3027 151 4 6 7 7 1.21248 611.746
6038 151 4 6 7 7 71009.6 1.70972
5377 151 4 6 7 7 819351 1.59543
5866 151 4 6 7 7 2.52928e+07 1.59502
5221 151 4 6 7 7 97016.9 1.61277
6134 151 4 6 7 7 23459.1 13.7676
85 151 4 6 7 7 32485.7 1.5956
8078 151 4 6 7 7 18491.7 1.57941
3913 151 4 6 7 7 180627 2.45303
9529 151 4 6 7 7 3.46966e+06 2.37239
7971 151 4 6 7 7 1.04706e+08 1.6077
17 151 4 6 7 7 110826 1.61437
5753 151 4 6 7 7 3.87849e+08 1.67698
2877 151 4 6 7 7 1.10337e+07 1.61386
8898 151 4 6 7 7 2.34146e+06 1.60168
9001 151 4 6 7 7 4443.47 1.6129
2766 151 4 6 7 7 191496 2.44789
185 151 4 6 7 7 313374 1.61346
9112 151 4 6 7 7 9181.39 3.38899
4917 151 4 6 7 7 52997.6 1.61368
2073 151 4 6 7 7 5.77566e+08 2.36654
4838 151 4 6 7 7 55319.9 1.59674
2961 151 4 6 7 7 1.6241e+06 1.60184
535 151 4 6 7 7 1.22602e+06 1.6
1024 151 4 6 7 7 22480.5 3.30162
