Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
3779 199 4 4 10 10 20800.1 2.17815
9376 199 4 4 10 10 3504.62 780.075
6208 199 4 4 10 10 37130.7 50.3124
1421 199 4 4 10 10 45499.3 2.15053
6165 199 4 4 10 10 1.48733e+06 3.16507
8784 199 4 4 10 10 2894.21 839.187
5520 199 4 4 10 10 610828 2.15283
2993 199 4 4 10 10 1357.41 780.055
4223 199 4 4 10 10 2.88227e+08 3.17146
8581 199 4 4 10 10 209009 3.47909
3850 199 4 4 10 10 388131 2.15142
3941 199 4 4 10 10 185.837 719.506
5685 199 4 4 10 10 1.81891e+06 2.15859
2913 199 4 4 10 10 1.64908e+06 3.16628
9950 199 4 4 10 10 225311 26.8752
842 199 4 4 10 10 177146 2.14021
5587 199 4 4 10 10 274879 2.16064
3615 199 4 4 10 10 7.23722e+06 3.4232
8405 199 4 4 10 10 118659 2.21942
7053 199 4 4 10 10 1.37119e+07 3.19869
5335 199 4 4 10 10 387420 2.15184
520 199 4 4 10 10 1.43423e+06 2.1508
6866 199 4 4 10 10 1.94857e+06 3.30907
916 199 4 4 10 10 3.3877e+06 2.16454
6088 199 4 4 10 10 1.77798e+06 2.13903
847 199 4 4 10 10 2.63977e+07 3.16956
4814 199 4 4 10 10 697125 2.20824
3301 199 4 4 10 10 42301.7 2.15359
7973 199 4 4 10 10 22854.7 3.24851
1417 199 4 4 10 10 198739 66.1448
1774 199 4 4 10 10 201174 2.14872
211 199 4 4 10 10 38981.5 2.12641
7979 199 4 4 10 10 16037.3 2.12878
4360 199 4 4 10 10 20469.3 3.20283
1801 199 4 4 10 10 614048 2.19083
61 199 4 4 10 10 734425 3.22391
9133 199 4 4 10 10 19735.8 2.15451
5663 199 4 4 10 10 537.11 842.346
8088 199 4 4 10 10 858242 40.6109
574 199 4 4 10 10 100814 3.2722
3968 199 4 4 10 10 8.29412e+06 2.1625
9848 199 4 4 10 10 1.55598e+06 2.12568
1443 199 4 4 10 10 89884.4 2.11539
1616 199 4 4 10 10 74.9326 902.825
2478 199 4 4 10 10 1.82627e+06 100.628
5489 199 4 4 10 10 813740 3.19861
9664 199 4 4 10 10 90416 2.14312
8997 199 4 4 10 10 1.77314e+06 3.17217
8244 199 4 4 10 10 115294 2.11561
4650 199 4 4 10 10 64714.5 2.2237
2464 199 4 4 10 10 138833 3.23827
