Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
6779 142 4 5 6 9 164806 1.542
2247 142 4 5 6 9 23066.1 13.0326
9575 142 4 5 6 9 1.35348e+06 12.2577
9171 142 4 5 6 9 319157 1.55454
2282 142 4 5 6 9 399873 1.56788
9752 142 4 5 6 9 1059.36 467.824
1181 142 4 5 6 9 144676 1.51956
1559 142 4 5 6 9 977101 1.50894
55 142 4 5 6 9 53563.8 1.55501
2353 142 4 5 6 9 661890 2.24285
2765 142 4 5 6 9 4649.28 258.352
5736 142 4 5 6 9 190831 1.55441
2489 142 4 5 6 9 24008.6 2.33565
2170 142 4 5 6 9 4910.1 111.422
6367 142 4 5 6 9 10221.9 1.51659
8202 142 4 5 6 9 2.10911e+07 2.24566
253 142 4 5 6 9 53540 1.52521
9043 142 4 5 6 9 11650.4 2.40663
2942 142 4 5 6 9 288466 1.50851
7194 142 4 5 6 9 134116 1.50116
8148 142 4 5 6 9 218883 1.51294
1994 142 4 5 6 9 1552.14 2.42146
3614 142 4 5 6 9 51613.2 257.369
9302 142 4 5 6 9 60347.3 2.35313
2803 142 4 5 6 9 103627 1.5317
8700 142 4 5 6 9 1.10183e+06 2.33217
2889 142 4 5 6 9 761685 1.5318
8605 142 4 5 6 9 4.39781e+06 1.52825
9290 142 4 5 6 9 11832 7.72132
5570 142 4 5 6 9 1.16452e+06 6.8993
9726 142 4 5 6 9 3.49508e+06 2.24042
1631 142 4 5 6 9 0.986436 593.138
3334 142 4 5 6 9 362049 1.50019
787 142 4 5 6 9 7.67398e+06 1.55543
1300 142 4 5 6 9 46790.8 1.50195
6126 142 4 5 6 9 4616.6 2.32197
2786 142 4 5 6 9 78535.5 1.49932
7670 142 4 5 6 9 95403.6 10.7905
2434 142 4 5 6 9 173364 2.23928
7250 142 4 5 6 9 108830 1.51786
6303 142 4 5 6 9 623970 2.29787
3185 142 4 5 6 9 301266 2.27851
5733 142 4 5 6 9 42177.1 1.51943
1440 142 4 5 6 9 6751.76 2.29769
6229 142 4 5 6 9 42102.9 1.62
8495 142 4 5 6 9 59616.6 1.5148
3613 142 4 5 6 9 382125 1.50317
2356 142 4 5 6 9 2557.09 2.41351
8909 142 4 5 6 9 6.70132e+07 1.52407
9961 142 4 5 6 9 902131 2.44206
924 142 4 5 6 9 1.45409e+06 1.53612
