Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
6446 169 5 6 6 10 4.78569e+06 2.80196
988 169 5 6 6 10 28865.3 1.92102
8774 169 5 6 6 10 7.09069e+07 2.69385
6535 169 5 6 6 10 120835 1.83085
50 169 5 6 6 10 4280.41 5.73704
3860 169 5 6 6 10 67979.9 1.92243
1165 169 5 6 6 10 259956 1.79908
6056 169 5 6 6 10 637606 2.69383
4091 169 5 6 6 10 614716 110.77
8509 169 5 6 6 10 71987.7 1.81508
8626 169 5 6 6 10 4676.73 12.0939
5067 169 5 6 6 10 250845 11.2201
8949 169 5 6 6 10 1.28756e+06 199.959
7915 169 5 6 6 10 4.83512e+08 2.70078
8541 169 5 6 6 10 376037 1.82768
9604 169 5 6 6 10 825791 1.82664
1827 169 5 6 6 10 30509.6 2.69719
7036 169 5 6 6 10 9.86165e+07 1.80643
9491 169 5 6 6 10 7.30132e+06 1.82388
234 169 5 6 6 10 171158 1.82248
2312 169 5 6 6 10 1.36401e+06 2.70557
7315 169 5 6 6 10 4.66607e+06 56.3729
704 169 5 6 6 10 48786.5 1.86436
7225 169 5 6 6 10 32912.1 2.7619
4474 169 5 6 6 10 4.01102e+09 2.70161
4151 169 5 6 6 10 1.99069e+06 1.8086
9258 169 5 6 6 10 1.20389e+07 1.82944
4902 169 5 6 6 10 20961.8 1.79969
2779 169 5 6 6 10 855322 1.82922
3154 169 5 6 6 10 395284 1.92663
4204 169 5 6 6 10 4671.37 2.86739
5596 169 5 6 6 10 36308.2 2.86681
7701 169 5 6 6 10 8.28139 654.998
4400 169 5 6 6 10 1.1396e+06 1.83379
5086 169 5 6 6 10 1.34681e+06 2.72772
5840 169 5 6 6 10 41.2101 756.606
9304 169 5 6 6 10 9.35592e+07 2.76133
9957 169 5 6 6 10 501280 1.89577
7485 169 5 6 6 10 80647.9 2.76033
986 169 5 6 6 10 812828 1.82042
6802 169 5 6 6 10 1.10054e+07 1.79994
6927 169 5 6 6 10 1.86933e+07 2.73914
5808 169 5 6 6 10 32344.1 2.76088
1251 169 5 6 6 10 119958 1.81958
7538 169 5 6 6 10 5.86095e+07 5.61845
9661 169 5 6 6 10 40956.7 2.01807
5179 169 5 6 6 10 214452 1.81628
7652 169 5 6 6 10 2.35349e+08 1.83144
6772 169 5 6 6 10 4.42078e+06 2.69467
7263 169 5 6 6 10 3.49518e+09 2.69965
2258 169 5 6 6 10 11374.6 2.89049
