Seed  np arch1 arch2 arch3 chi2/dat duration
4123 119 6 8 5 789.191 803.39
2795 119 6 8 5 974548 2.77124
2472 119 6 8 5 206491 1.67523
8854 119 6 8 5 362714 2.241
2186 119 6 8 5 27478 1.91341
1222 119 6 8 5 137923 2.62391
2538 119 6 8 5 1204.21 5.18361
4472 119 6 8 5 5.33659e+06 2.6018
3553 119 6 8 5 3.00909e+06 2.26344
9684 119 6 8 5 192636 140.405
9921 119 6 8 5 3907.54 3.75616
6124 119 6 8 5 30246 2.34861
1445 119 6 8 5 13697 3.42583
179 119 6 8 5 5.80649e+08 231.726
1040 119 6 8 5 2177.25 50.6784
6006 119 6 8 5 1.02155e+07 2.20198
7273 119 6 8 5 236271 3.20455
2182 119 6 8 5 397.23 787.549
5853 119 6 8 5 1.98354e+08 3.92854
8940 119 6 8 5 24205.3 1.67437
6578 119 6 8 5 1.8541e+07 3.14329
5074 119 6 8 5 330299 2.99524
6969 119 6 8 5 155285 1.71982
6532 119 6 8 5 3.26471e+06 2.65167
9294 119 6 8 5 344785 2.44519
6543 119 6 8 5 510497 97.1828
2050 119 6 8 5 1.27875e+06 2.07534
9236 119 6 8 5 13702.2 1.90769
4652 119 6 8 5 279798 2.51612
7234 119 6 8 5 55293.1 2.88935
8173 119 6 8 5 5.88167e+07 3.17075
6908 119 6 8 5 451620 3.08404
9542 119 6 8 5 2.57813e+06 2.58291
8245 119 6 8 5 1.23376e+07 2.6133
2111 119 6 8 5 6.45945e+06 1.81686
1884 119 6 8 5 138339 701.386
1217 119 6 8 5 825034 3.19469
2589 119 6 8 5 36434.6 2.88955
6226 119 6 8 5 197853 2.68776
2181 119 6 8 5 157800 1.49185
1668 119 6 8 5 70181.3 1.79003
9191 119 6 8 5 2.47288e+06 3.04725
4602 119 6 8 5 210043 1.83707
1571 119 6 8 5 397853 2.46288
8424 119 6 8 5 51947 1.72845
1834 119 6 8 5 302454 1.90403
5128 119 6 8 5 241313 3.30311
33 119 6 8 5 9.34707e+06 1.86301
1514 119 6 8 5 106307 2.27062
8938 119 6 8 5 105004 2.00588
5361 119 6 8 5 462.09 740.523
