Seed  np arch1 arch2 arch3 chi2/dat duration
4466 179 5 10 9 1.84072e+06 1.57496
3433 179 5 10 9 52435.4 4.81874
6183 179 5 10 9 283893 66.5158
995 179 5 10 9 1993.76 2.43676
8557 179 5 10 9 1.18767e+06 2.47572
6028 179 5 10 9 39436 161.105
2668 179 5 10 9 1.19839e+08 1.57822
8933 179 5 10 9 1.24972e+06 1.56527
3555 179 5 10 9 2377.89 403.397
9267 179 5 10 9 1.0465e+06 2.4753
6704 179 5 10 9 279719 1.56224
8695 179 5 10 9 3.02442e+06 2.70207
463 179 5 10 9 1.97371e+06 1.56483
3134 179 5 10 9 2245.53 2.43045
8088 179 5 10 9 349066 2.3021
9145 179 5 10 9 41.0879 630.111
4353 179 5 10 9 42.2018 668.048
2592 179 5 10 9 1.01216e+06 115.52
5027 179 5 10 9 1.03044e+06 61.9513
7607 179 5 10 9 5.16522e+06 2.35044
5201 179 5 10 9 9248.82 1.55112
1647 179 5 10 9 513553 29.0721
4314 179 5 10 9 1.13937e+06 2.36646
2987 179 5 10 9 217877 1.54041
6803 179 5 10 9 4.57561e+07 2.3879
5783 179 5 10 9 0.923852 635.876
3502 179 5 10 9 889120 2.40721
2678 179 5 10 9 1.79772e+06 53.4323
1931 179 5 10 9 5.78393e+06 50.3124
3801 179 5 10 9 329410 1.56999
2026 179 5 10 9 39723 1.57313
4623 179 5 10 9 1.1609e+06 25.1343
1688 179 5 10 9 90667.4 2.49606
9809 179 5 10 9 1550.07 3.30274
5215 179 5 10 9 831536 25.7261
4330 179 5 10 9 0.920877 704.922
6505 179 5 10 9 37056 1.64153
9673 179 5 10 9 0.993264 707.169
2436 179 5 10 9 3.21866e+06 2.35761
4000 179 5 10 9 0.944416 507.67
9399 179 5 10 9 17011.8 177.812
2520 179 5 10 9 8.32815e+07 1.57054
1062 179 5 10 9 7.41498e+08 2.46559
2293 179 5 10 9 0.948111 649.567
4432 179 5 10 9 19099.5 2.38325
707 179 5 10 9 784744 2.47226
1748 179 5 10 9 36220.1 4.81992
7510 179 5 10 9 4572.89 4.85283
1144 179 5 10 9 521.805 655.511
7125 179 5 10 9 8808.69 5.64491
3644 179 5 10 9 158064 1.58038
