Seed  np arch1 arch2 arch3 chi2/dat duration
1421 179 9 10 5 818730 2.3143
7043 179 9 10 5 15118.7 1.55898
3107 179 9 10 5 1.71127e+07 1.54157
6705 179 9 10 5 1.04722e+07 2.3232
7570 179 9 10 5 1.81873e+06 52.0541
781 179 9 10 5 70863.6 2.3161
196 179 9 10 5 25122.2 2.34572
6718 179 9 10 5 35657.3 2.38891
431 179 9 10 5 7.68921e+07 1.56051
1655 179 9 10 5 185.224 681.441
2413 179 9 10 5 3.38283e+06 1.62439
2627 179 9 10 5 374828 2.42149
3203 179 9 10 5 543724 2.3617
3166 179 9 10 5 200630 63.9189
2036 179 9 10 5 1.98556e+06 2.3123
2654 179 9 10 5 197109 2.34314
8142 179 9 10 5 11305.7 2.34714
4677 179 9 10 5 749447 2.30907
6608 179 9 10 5 90002.8 1.5669
791 179 9 10 5 371071 1.58457
2110 179 9 10 5 1.30842e+06 1.57959
9079 179 9 10 5 3.58945e+06 2.41996
8268 179 9 10 5 11416.2 1.59072
1910 179 9 10 5 20937.4 67.266
9711 179 9 10 5 36522.3 2.51813
908 179 9 10 5 189011 2.42189
4346 179 9 10 5 187449 1.59516
8814 179 9 10 5 90915.3 1.6006
1545 179 9 10 5 5.06908e+06 1.55652
5064 179 9 10 5 577014 1.63949
5756 179 9 10 5 382143 2.33347
7906 179 9 10 5 719720 2.42344
912 179 9 10 5 9308.91 1.63577
4399 179 9 10 5 6156.95 2.3892
4952 179 9 10 5 47963 1.57888
2073 179 9 10 5 886.474 570.54
6057 179 9 10 5 5699.74 1.57952
3439 179 9 10 5 4.42806e+06 1.58933
8193 179 9 10 5 241616 2.50296
80 179 9 10 5 3787.77 1.69126
4545 179 9 10 5 6.51816e+06 2.31307
1778 179 9 10 5 427078 1.60944
2142 179 9 10 5 31846 1.56242
5989 179 9 10 5 1570.75 24.3619
3365 179 9 10 5 2.30695e+06 3.20839
7629 179 9 10 5 2.78055e+08 2.34905
6543 179 9 10 5 115795 2.35541
8185 179 9 10 5 5.99074e+06 2.38953
5932 179 9 10 5 3447.03 4.8966
3571 179 9 10 5 94837.3 2.36111
9643 179 9 10 5 985932 2.54156
