Seed  np arch1 arch2 arch3 chi2/dat duration
4442 83 7 4 6 324752 0.703369
5334 83 7 4 6 117661 1.04213
1292 83 7 4 6 182704 76.5448
7368 83 7 4 6 14.3431 286.541
2187 83 7 4 6 71139.4 1.04112
9896 83 7 4 6 454478 0.714229
7474 83 7 4 6 18137.5 1.89688
3301 83 7 4 6 95719.8 1.05846
3229 83 7 4 6 393833 1.0423
3174 83 7 4 6 11085.7 1.12406
2715 83 7 4 6 3791.24 2.58865
3418 83 7 4 6 117325 0.709227
5789 83 7 4 6 205186 1.04793
3234 83 7 4 6 220865 1.03975
7876 83 7 4 6 162186 0.707924
3109 83 7 4 6 315.201 217.051
9932 83 7 4 6 9323.85 2.54824
3743 83 7 4 6 22734 1.1301
9090 83 7 4 6 372273 0.703113
8789 83 7 4 6 6.87299e+06 0.709098
2788 83 7 4 6 183956 1.99544
1600 83 7 4 6 102494 0.707953
271 83 7 4 6 625229 1.10037
1906 83 7 4 6 22215.7 0.70948
3386 83 7 4 6 2.60583e+08 1.0919
1770 83 7 4 6 721300 0.743932
1941 83 7 4 6 27168.9 0.713985
9783 83 7 4 6 222831 1.05333
4914 83 7 4 6 460409 1.11306
9736 83 7 4 6 91893.7 0.702649
8850 83 7 4 6 1.16796e+06 1.11769
7346 83 7 4 6 2870 251.929
283 83 7 4 6 132143 15.312
9219 83 7 4 6 6351.93 14.2476
2661 83 7 4 6 1.90548e+07 0.716299
7016 83 7 4 6 31139.8 0.706404
3715 83 7 4 6 0.938413 283.983
5271 83 7 4 6 1.34824e+07 1.05194
1798 83 7 4 6 1.98517e+06 0.710255
5696 83 7 4 6 57417.9 0.709354
7871 83 7 4 6 1.29426e+06 0.710096
198 83 7 4 6 2.0889e+06 1.04066
4182 83 7 4 6 38702.9 0.724539
8850 83 7 4 6 1.16796e+06 1.11335
9444 83 7 4 6 201804 0.723711
4007 83 7 4 6 75564.1 0.715327
5123 83 7 4 6 660093 0.705613
6136 83 7 4 6 156583 0.711842
3683 83 7 4 6 442926 1.08731
9990 83 7 4 6 0.962071 322.866
8496 83 7 4 6 2.55693e+10 1.03899
