Seed  np arch1 arch2 arch3 chi2/dat duration
8322 151 8 6 10 1833.32 7.31769
5135 151 8 6 10 48605.5 2.00422
7986 151 8 6 10 191574 1.34056
5108 151 8 6 10 0.95587 584.082
3809 151 8 6 10 21047.9 1.94733
6334 151 8 6 10 440932 1.33723
711 151 8 6 10 1.3125e+06 2.02696
2612 151 8 6 10 258.731 471.308
2542 151 8 6 10 424876 38.0764
9134 151 8 6 10 606256 1.3022
1321 151 8 6 10 966571 1.32233
1082 151 8 6 10 586774 1.94908
1273 151 8 6 10 158.14 572.156
1039 151 8 6 10 59040.4 1.41019
645 151 8 6 10 111869 2.00333
480 151 8 6 10 284062 1.34175
9196 151 8 6 10 610555 1.30109
7581 151 8 6 10 169449 1.34302
8865 151 8 6 10 1.74528e+07 2.70151
1312 151 8 6 10 1.71372e+06 1.99903
8836 151 8 6 10 1.44329e+07 1.94701
3728 151 8 6 10 2.6534e+06 1.32847
1384 151 8 6 10 768486 1.34134
2053 151 8 6 10 3.03298e+06 1.33873
7264 151 8 6 10 436596 49.2835
2644 151 8 6 10 7.99396e+07 1.94273
954 151 8 6 10 452551 69.8689
5060 151 8 6 10 1.28125e+07 63.6716
9449 151 8 6 10 17470 51.0061
392 151 8 6 10 1.78973e+06 1.33051
1500 151 8 6 10 5695.73 1.32542
1733 151 8 6 10 10794.1 125.178
3813 151 8 6 10 9.14152e+10 1.94907
8649 151 8 6 10 685678 1.94217
2752 151 8 6 10 394169 8.65025
279 151 8 6 10 5.01994e+06 20.9669
2621 151 8 6 10 771688 1.97975
7163 151 8 6 10 3.98769e+06 1.33637
7958 151 8 6 10 79059.9 80.7376
6086 151 8 6 10 166.733 546.815
1663 151 8 6 10 385063 1.94479
9522 151 8 6 10 0.917372 597.951
2415 151 8 6 10 610377 1.37916
3027 151 8 6 10 8136.52 503.179
3470 151 8 6 10 3114.83 2.13059
2084 151 8 6 10 50942.9 56.4404
2291 151 8 6 10 4.8132e+06 1.32
5482 151 8 6 10 849191 1.3293
8950 151 8 6 10 4.53644e+06 1.33387
9718 151 8 6 10 50643.5 88.8285
5462 151 8 6 10 136985 21.8161
