Seed  np arch1 arch2 arch3 chi2/dat duration
4250 125 10 4 10 601480 1.69674
2488 125 10 4 10 893.798 496.759
3530 125 10 4 10 1342.78 2.26387
2636 125 10 4 10 242.833 517.663
1924 125 10 4 10 635064 1.72007
2532 125 10 4 10 173421 1.68999
5424 125 10 4 10 458126 1.11307
1735 125 10 4 10 27648.8 75.4517
2997 125 10 4 10 32496.9 1.13181
1599 125 10 4 10 2.79811e+08 1.62522
579 125 10 4 10 2.84474e+06 1.08903
2331 125 10 4 10 720736 1.10529
953 125 10 4 10 35191.1 72.7887
4272 125 10 4 10 15753.8 3.43407
4847 125 10 4 10 1.13407e+06 1.08618
218 125 10 4 10 231.628 501.486
1470 125 10 4 10 1.60687e+06 1.08591
2916 125 10 4 10 973848 43.4575
1908 125 10 4 10 84470.8 1.11512
2451 125 10 4 10 2.10354e+06 1.65547
588 125 10 4 10 1.52819e+06 1.11292
9521 125 10 4 10 3.80918e+06 1.09537
1264 125 10 4 10 252813 1.10618
3181 125 10 4 10 137707 1.10252
9530 125 10 4 10 361001 1.78448
4461 125 10 4 10 868066 28.7229
3573 125 10 4 10 16831.3 31.606
2250 125 10 4 10 0.932392 489.087
4332 125 10 4 10 162467 1.6731
263 125 10 4 10 1.57095e+06 1.08608
144 125 10 4 10 5305.39 1.66671
6089 125 10 4 10 1.01571e+06 1.62629
663 125 10 4 10 512412 1.13534
4367 125 10 4 10 194129 1.10034
4561 125 10 4 10 7510.73 322.609
819 125 10 4 10 779426 1.14642
2900 125 10 4 10 1.27979e+06 8.90417
4411 125 10 4 10 4140.19 1.70435
1387 125 10 4 10 96779.6 1.09329
9875 125 10 4 10 103491 1.08646
5656 125 10 4 10 153196 1.6704
6868 125 10 4 10 416863 96.8563
336 125 10 4 10 1.16985e+07 1.10889
7716 125 10 4 10 1.30053e+06 1.10186
3624 125 10 4 10 58379.6 1.70308
2909 125 10 4 10 1.02343e+06 1.10724
8174 125 10 4 10 4.19518e+06 1.09594
975 125 10 4 10 1.37198e+06 1.16995
8861 125 10 4 10 23811.8 1.10891
1429 125 10 4 10 1450.62 495.573
3053 125 10 4 10 309944 248.937
