Seed  np arch1 arch2 arch3 chi2/dat duration
4623 179 9 7 10 981721 1.61127
8342 179 9 7 10 34.5654 569.673
746 179 9 7 10 1.51986e+06 18.1027
4245 179 9 7 10 370336 2.43788
7919 179 9 7 10 1725.51 2.53613
7002 179 9 7 10 22295.4 2.40579
8146 179 9 7 10 457447 1.60594
6861 179 9 7 10 41487.1 1.59506
6766 179 9 7 10 110052 1.56315
6159 179 9 7 10 7780.44 586.315
1731 179 9 7 10 89886.4 1.60128
7538 179 9 7 10 6.89047e+07 1.59038
3318 179 9 7 10 0.928754 753.036
5014 179 9 7 10 1.10257e+06 2.41366
949 179 9 7 10 99605.2 1.58005
1933 179 9 7 10 2.76122 619.395
5986 179 9 7 10 271099 2.51514
1848 179 9 7 10 2.34944e+06 1.59303
6948 179 9 7 10 259258 1.59227
6150 179 9 7 10 38100.2 2.42761
3941 179 9 7 10 171444 9.55904
7513 179 9 7 10 544285 7.92337
2781 179 9 7 10 1.56329e+06 1.5922
7210 179 9 7 10 374.975 716.084
8852 179 9 7 10 1.24559e+06 79.0502
933 179 9 7 10 53748.7 1.63001
6655 179 9 7 10 0.930475 703.702
3975 179 9 7 10 9138.7 36.237
6538 179 9 7 10 34627.2 1.9144
7389 179 9 7 10 752505 1.98272
188 179 9 7 10 452366 2.38417
8783 179 9 7 10 630627 2.44788
2313 179 9 7 10 636569 1.5594
3436 179 9 7 10 3.77481e+07 2.46929
5568 179 9 7 10 1.87495e+08 2.33879
2512 179 9 7 10 5.44035 609.456
2871 179 9 7 10 9.64045e+06 1.56199
6868 179 9 7 10 552436 44.0268
8002 179 9 7 10 553157 1.59875
3495 179 9 7 10 159051 2.49555
8808 179 9 7 10 1.98219e+06 1.56203
1010 179 9 7 10 1.18622e+06 3.28207
3920 179 9 7 10 313427 2.32902
1553 179 9 7 10 145378 2.42999
8181 179 9 7 10 124576 1.57399
9661 179 9 7 10 198748 1.55939
233 179 9 7 10 4761.77 2.46878
1588 179 9 7 10 78995.5 2.32487
3724 179 9 7 10 19573.4 53.972
71 179 9 7 10 2.01867 568.547
6078 179 9 7 10 35067.6 235.795
