Seed  np arch1 arch2 arch3 chi2/dat duration
657 118 9 5 7 1.52636e+06 1.63814
6909 118 9 5 7 1.40648e+06 1.52502
6278 118 9 5 7 9.48102 424.175
7312 118 9 5 7 117448 1.08655
3244 118 9 5 7 460022 1.54852
8750 118 9 5 7 37408.1 320.793
216 118 9 5 7 63136.1 1.02192
8552 118 9 5 7 223553 1.58232
5540 118 9 5 7 51026.8 161.882
4168 118 9 5 7 11128 1.68204
1987 118 9 5 7 60706.2 1.60447
7513 118 9 5 7 37658.9 1.50957
6750 118 9 5 7 200386 1.04421
1257 118 9 5 7 46459.1 1.58652
106 118 9 5 7 316263 1.53899
4162 118 9 5 7 686778 1.02702
2445 118 9 5 7 0.929561 447.676
3483 118 9 5 7 3.80004e+06 1.03757
2171 118 9 5 7 3.40513e+07 1.51014
5510 118 9 5 7 1.75271e+07 1.5577
8659 118 9 5 7 16982.8 1.11195
2281 118 9 5 7 8.99097e+06 1.54646
8646 118 9 5 7 1.99436e+08 1.02148
9894 118 9 5 7 458265 1.52012
243 118 9 5 7 3.83215e+06 1.0323
2567 118 9 5 7 6.13111e+06 1.50805
5439 118 9 5 7 192236 1.59158
6308 118 9 5 7 103209 2.14663
816 118 9 5 7 50806.6 105.99
1583 118 9 5 7 39903.9 1.01904
4348 118 9 5 7 107358 1.56567
6672 118 9 5 7 370065 1.09194
5034 118 9 5 7 5.57891e+06 1.50579
122 118 9 5 7 578437 1.56674
4836 118 9 5 7 2.04909e+06 1.02845
2586 118 9 5 7 65226.9 1.03365
3474 118 9 5 7 284554 1.63077
6409 118 9 5 7 408320 1.02874
678 118 9 5 7 1.56466e+06 1.02793
2082 118 9 5 7 214731 10.8372
7359 118 9 5 7 34605.8 1.50603
8443 118 9 5 7 191958 1.02421
1887 118 9 5 7 476909 1.01928
6006 118 9 5 7 4.95389e+06 1.02373
8117 118 9 5 7 1977.6 139.038
1983 118 9 5 7 409975 1.07515
7128 118 9 5 7 770439 1.02659
5995 118 9 5 7 63029.7 9.83554
6660 118 9 5 7 9.19587e+06 1.50892
1167 118 9 5 7 63538.5 16.0319
3616 118 9 5 7 1.15666e+06 1.54856
