Seed  np arch1 arch2 arch3 chi2/dat duration
6108 227 9 10 9 80318.3 3.16753
9857 227 9 10 9 5.92708e+06 131.564
863 227 9 10 9 3.56536e+06 3.13785
895 227 9 10 9 8.38202 818.064
582 227 9 10 9 462.603 922.341
1152 227 9 10 9 3.09395e+06 3.12876
1336 227 9 10 9 1.1603e+06 3.02893
6524 227 9 10 9 44599.3 186.479
1263 227 9 10 9 1.6195e+06 3.14852
9444 227 9 10 9 1.38496e+06 3.17514
8956 227 9 10 9 674768 3.06975
4767 227 9 10 9 13013 3.0582
2237 227 9 10 9 8.37283e+07 2.0389
582 227 9 10 9 462.603 937.3
3291 227 9 10 9 0.902174 758.692
9360 227 9 10 9 57734.5 33.2957
6224 227 9 10 9 43278.3 624.945
6640 227 9 10 9 177450 3.10466
3952 227 9 10 9 0.944018 779.368
1029 227 9 10 9 127096 3.10225
9234 227 9 10 9 2.00042e+06 3.07006
120 227 9 10 9 15411.3 2.10396
7483 227 9 10 9 369233 2.01124
2406 227 9 10 9 533902 3.14591
9864 227 9 10 9 14897 4.15229
6159 227 9 10 9 10561.1 746.353
1186 227 9 10 9 142695 2.04259
408 227 9 10 9 3.42362e+07 2.06488
5673 227 9 10 9 364015 5.76925
4768 227 9 10 9 162063 2.04178
9839 227 9 10 9 808699 3.0089
3730 227 9 10 9 7.65048 785.351
2351 227 9 10 9 7.45701e+07 2.99699
4165 227 9 10 9 1.75772e+07 2.05828
9163 227 9 10 9 296576 2.05608
5283 227 9 10 9 4198.51 35.3104
913 227 9 10 9 11640 3.25797
7092 227 9 10 9 169946 2.04593
3139 227 9 10 9 3.90407e+06 2.04678
1318 227 9 10 9 1.8427e+06 2.99747
6508 227 9 10 9 2.57526e+08 3.09402
4314 227 9 10 9 1.16357e+06 2.02992
9909 227 9 10 9 131346 745.688
1467 227 9 10 9 1.26081e+06 3.09798
9536 227 9 10 9 2743.75 3.21519
9515 227 9 10 9 2.07851e+06 3.12935
6748 227 9 10 9 1.73672e+06 2.04485
3961 227 9 10 9 68.6277 697.657
1096 227 9 10 9 28884.7 30.4451
4456 227 9 10 9 3.58021e+06 2.00702
7261 227 9 10 9 11991.6 31.4986
