Seed  np arch1 arch2 arch3 chi2/dat duration
165 167 10 6 10 90.4108 509.432
9306 167 10 6 10 3.69124e+06 1.44794
8385 167 10 6 10 95426.1 11.1239
313 167 10 6 10 240580 1.52808
2 167 10 6 10 12696.9 2.35963
4621 167 10 6 10 2.63578e+06 1.45871
8890 167 10 6 10 671.239 2.29017
4312 167 10 6 10 99665.1 1.48414
7842 167 10 6 10 1337.08 30.0621
800 167 10 6 10 56463.1 2.28801
3054 167 10 6 10 1.04565e+07 1.53341
529 167 10 6 10 6.51449e+07 16.1743
26 167 10 6 10 47891.4 130.104
7730 167 10 6 10 401387 2.28425
2790 167 10 6 10 131313 2.30308
1193 167 10 6 10 6792.47 611.682
7048 167 10 6 10 3106.07 8.11767
2513 167 10 6 10 487670 2.21572
7812 167 10 6 10 962379 2.24325
8876 167 10 6 10 901797 1.52338
5540 167 10 6 10 100709 2.31922
2125 167 10 6 10 349622 32.9493
7394 167 10 6 10 197406 1.48154
6557 167 10 6 10 1.58505e+07 2.23456
7311 167 10 6 10 0.943337 692.349
3640 167 10 6 10 635.375 568.952
3849 167 10 6 10 1.58787e+06 288.209
7486 167 10 6 10 346632 1.64834
6609 167 10 6 10 639455 2.16903
3224 167 10 6 10 84169.9 45.4726
6337 167 10 6 10 0.934551 608.621
1314 167 10 6 10 265059 2.29223
1153 167 10 6 10 5886.07 742.506
3498 167 10 6 10 1.23252e+06 8.14933
2094 167 10 6 10 40907.3 62.9062
8722 167 10 6 10 0.942396 680.831
4318 167 10 6 10 974345 122.169
2574 167 10 6 10 259359 2.33129
4074 167 10 6 10 223.919 614.388
1912 167 10 6 10 294460 1.48238
1767 167 10 6 10 1.36645e+06 1.48453
3361 167 10 6 10 409385 180.667
7896 167 10 6 10 1.4857e+07 2.17532
1258 167 10 6 10 899527 1.49026
6554 167 10 6 10 209.723 481.776
9484 167 10 6 10 711147 1.46334
1709 167 10 6 10 2.05805e+06 19.256
6905 167 10 6 10 261129 1.48013
846 167 10 6 10 57965.3 1.49691
3169 167 10 6 10 1585.08 641.733
7630 167 10 6 10 297174 1.48298
