Seed  np arch1 arch2 arch3 chi2/dat duration
2191 179 9 8 8 512145 1.58292
2780 179 9 8 8 6.38292e+06 2.31262
4803 179 9 8 8 169435 2.42419
9775 179 9 8 8 0.944421 560.94
9615 179 9 8 8 6.58098e+07 2.40573
5517 179 9 8 8 9790.29 747.068
2293 179 9 8 8 252666 11.119
5671 179 9 8 8 291074 14.2834
8323 179 9 8 8 292169 2.43072
4100 179 9 8 8 500726 49.1995
9242 179 9 8 8 3.36538e+06 115.073
5679 179 9 8 8 268958 1.61625
1556 179 9 8 8 3.13342e+07 2.32027
658 179 9 8 8 5.4452 526.16
3583 179 9 8 8 9.3004e+07 2.34954
7154 179 9 8 8 51006.8 1.54694
3090 179 9 8 8 160400 1.59181
6020 179 9 8 8 79269.6 1.66511
8698 179 9 8 8 689186 1.58409
4699 179 9 8 8 5529 216.801
2301 179 9 8 8 6.23007e+06 2.41487
1764 179 9 8 8 0.930641 669.709
6169 179 9 8 8 197362 1.55219
5826 179 9 8 8 561.466 688.21
6351 179 9 8 8 128374 37.5801
3761 179 9 8 8 206429 1.56636
1156 179 9 8 8 253963 2.47675
4308 179 9 8 8 1.06318e+06 1.59899
4518 179 9 8 8 811172 7.89581
7865 179 9 8 8 870011 2.42904
9786 179 9 8 8 2.43235e+08 374.922
9807 179 9 8 8 1.31887e+06 2.40594
4325 179 9 8 8 40449.6 1.58707
8454 179 9 8 8 227094 1.55948
2669 179 9 8 8 4.83521e+06 53.9653
550 179 9 8 8 163355 1.58573
9899 179 9 8 8 59.9018 645.097
2353 179 9 8 8 124069 53.7051
4298 179 9 8 8 153665 1.59158
9219 179 9 8 8 130587 2.43236
4332 179 9 8 8 144716 2.41724
6252 179 9 8 8 397343 2.34321
3655 179 9 8 8 3.77221e+06 2.36862
7424 179 9 8 8 124185 1.57093
8730 179 9 8 8 1.84172e+06 91.4895
7740 179 9 8 8 275814 2.34957
3389 179 9 8 8 235208 1.62497
8791 179 9 8 8 2.00618e+07 1.59157
193 179 9 8 8 5.4326e+06 2.39856
1597 179 9 8 8 1.78299e+07 2.34769
7559 179 9 8 8 205837 1.56235
