Seed  np arch1 arch2 arch3 chi2/dat duration
220 119 4 8 7 636157 36.2991
6508 119 4 8 7 3.45366e+08 1.58506
155 119 4 8 7 648644 1.50238
3051 119 4 8 7 46.735 357.608
4935 119 4 8 7 32239.5 22.6106
1195 119 4 8 7 731080 1.5591
2054 119 4 8 7 3.23443e+06 1.02958
342 119 4 8 7 17866.1 1.55719
3765 119 4 8 7 292751 66.3445
2103 119 4 8 7 1.73003e+07 1.55492
122 119 4 8 7 1.24168e+06 1.02386
8755 119 4 8 7 1.09583e+06 1.03011
6424 119 4 8 7 238926 1.01738
7161 119 4 8 7 276089 1.50439
5600 119 4 8 7 5.57832e+06 1.01883
8445 119 4 8 7 23422 1.49789
3055 119 4 8 7 11841.7 9.79492
7870 119 4 8 7 11043.3 6.67918
6849 119 4 8 7 215047 1.52534
6410 119 4 8 7 22965.2 1.07262
7541 119 4 8 7 326813 1.02458
2382 119 4 8 7 105309 1.49749
6481 119 4 8 7 6559.13 24.5114
8380 119 4 8 7 5.39112e+06 1.51951
172 119 4 8 7 357156 1.66754
2082 119 4 8 7 210638 1.56101
612 119 4 8 7 195732 338.37
6018 119 4 8 7 133643 3.75053
1048 119 4 8 7 153523 1.56333
5053 119 4 8 7 10596.9 1.61607
5096 119 4 8 7 267678 1.54103
5512 119 4 8 7 33375.5 11.2231
2217 119 4 8 7 1451.13 76.2178
1467 119 4 8 7 2.55359e+06 1.00751
9336 119 4 8 7 0.952816 441.44
3442 119 4 8 7 1721.65 7.8466
4193 119 4 8 7 3.84998e+06 1.49779
8097 119 4 8 7 115.319 417.483
3468 119 4 8 7 12.4141 318.89
9519 119 4 8 7 20722.1 1.60649
8830 119 4 8 7 625078 1.5128
7665 119 4 8 7 721443 1.03036
9321 119 4 8 7 315131 1.0267
659 119 4 8 7 10466 2.25234
7867 119 4 8 7 196959 1.02253
1796 119 4 8 7 1.28738 397.831
854 119 4 8 7 41384.9 1.53928
2398 119 4 8 7 349063 14.3249
1984 119 4 8 7 2.86643e+06 1.59612
9830 119 4 8 7 6.39337e+06 1.51757
492 119 4 8 7 664080 2.0821
