Seed  np arch1 arch2 arch3 chi2/dat duration
8141 111 10 5 5 525893 1.48833
6357 111 10 5 5 1.40116e+06 0.958927
7732 111 10 5 5 82719.4 0.96119
835 111 10 5 5 24865 1.46011
9511 111 10 5 5 18513.4 1.46266
6306 111 10 5 5 4.07689e+06 1.44169
1535 111 10 5 5 70675.5 1.40146
8802 111 10 5 5 2.57896e+06 1.39804
4386 111 10 5 5 6.66402e+06 0.953975
8518 111 10 5 5 178463 1.48709
6246 111 10 5 5 25065.5 0.958902
224 111 10 5 5 3.26859e+06 1.86689
3683 111 10 5 5 381026 1.48926
2457 111 10 5 5 170087 0.935065
3144 111 10 5 5 7602.22 9.61044
9620 111 10 5 5 685799 0.969436
5484 111 10 5 5 67797.9 20.5416
7099 111 10 5 5 301224 0.932624
1650 111 10 5 5 275809 1.39963
6707 111 10 5 5 157825 1.4645
9591 111 10 5 5 792070 1.55355
6138 111 10 5 5 467826 0.954722
7050 111 10 5 5 22800.8 1.42214
9937 111 10 5 5 133643 1.49943
3547 111 10 5 5 5.83072e+08 1.40049
335 111 10 5 5 170656 1.57209
1071 111 10 5 5 7.19379e+06 1.39821
7523 111 10 5 5 72896.6 1.43822
8380 111 10 5 5 1.48863e+06 1.42223
7755 111 10 5 5 2550.61 1.4613
3151 111 10 5 5 6564.58 130.326
5592 111 10 5 5 13224.3 0.954609
4169 111 10 5 5 650527 0.942143
2165 111 10 5 5 4.5532e+06 0.976946
8922 111 10 5 5 180440 1.42557
4716 111 10 5 5 1347.88 341.337
1855 111 10 5 5 597945 0.937029
5556 111 10 5 5 849300 0.940304
6500 111 10 5 5 146790 1.44252
6445 111 10 5 5 13234 26.9449
1919 111 10 5 5 89819.6 13.4708
5743 111 10 5 5 161527 0.968852
6223 111 10 5 5 189.908 604.924
4172 111 10 5 5 559867 1.44331
1045 111 10 5 5 324298 0.940443
9774 111 10 5 5 544480 0.960932
9648 111 10 5 5 10637.8 1.98044
76 111 10 5 5 3250.4 1.52666
3373 111 10 5 5 6.12016e+08 1.46639
2741 111 10 5 5 59251.5 0.994158
3854 111 10 5 5 465546 0.952206
