Seed  np arch1 arch2 arch3 chi2/dat duration
3493 203 6 10 10 759655 369.388
237 203 6 10 10 167237 25.87
5757 203 6 10 10 2.01105e+07 2.69398
4178 203 6 10 10 2.95441e+07 11.7922
2949 203 6 10 10 7613.48 12.5485
8924 203 6 10 10 1.78846e+07 31.5273
4218 203 6 10 10 100892 1.81922
1843 203 6 10 10 2.65218e+06 2.74652
5903 203 6 10 10 6326 44.8081
7285 203 6 10 10 188092 1.79442
5598 203 6 10 10 4.26913e+06 2.70206
5599 203 6 10 10 2395.91 9.22003
5816 203 6 10 10 1.5565e+08 1.8043
4032 203 6 10 10 32533.3 2.74972
5186 203 6 10 10 110991 3.67488
4373 203 6 10 10 74081.6 4.20531
7707 203 6 10 10 622953 2.78014
9254 203 6 10 10 8.8075 636.794
6620 203 6 10 10 2.05508e+07 2.71349
173 203 6 10 10 323878 2.77108
925 203 6 10 10 0.890101 816.999
1896 203 6 10 10 2.39368e+06 76.6604
587 203 6 10 10 36752.9 19.7656
1932 203 6 10 10 251366 2.77972
600 203 6 10 10 764787 2.77698
4430 203 6 10 10 0.953245 695.513
7884 203 6 10 10 1.38447e+06 2.67386
189 203 6 10 10 350106 1.82231
168 203 6 10 10 67777 117.167
1355 203 6 10 10 42371.7 2.72629
2453 203 6 10 10 4.69447e+07 32.7738
9764 203 6 10 10 3.85055e+06 2.77723
7805 203 6 10 10 2.49502e+06 20.6347
6158 203 6 10 10 8.74968e+06 1.76682
7332 203 6 10 10 302135 5.47545
3176 203 6 10 10 668813 1.79592
194 203 6 10 10 2.24618e+10 2.71795
9019 203 6 10 10 3.59418e+07 2.66506
8203 203 6 10 10 143821 29.528
8944 203 6 10 10 99650.6 2.72023
6379 203 6 10 10 605265 54.4404
9359 203 6 10 10 136873 1.81557
1963 203 6 10 10 427049 1.8647
2971 203 6 10 10 98.4294 588.042
5864 203 6 10 10 26953.4 577.515
4473 203 6 10 10 5640.9 4.59196
2684 203 6 10 10 2.28695e+06 2.64553
4885 203 6 10 10 172927 2.83186
5835 203 6 10 10 74469.9 2.80971
4584 203 6 10 10 1.04955e+07 1.79761
1216 203 6 10 10 38.9624 724.207
