#x cv
0.594903 0.593799
0.591449 0.590487
0.588004 0.587177
0.58457 0.583871
0.581146 0.580568
0.577732 0.577268
0.57433 0.573974
0.57094 0.570684
0.567553 0.567395
0.564183 0.564114
0.560828 0.56084
0.55749 0.557576
0.554169 0.554321
0.550864 0.551075
0.547574 0.547838
0.5443 0.544609
0.54104 0.541388
0.537796 0.538178
0.534569 0.534978
0.531359 0.531788
0.528163 0.528609
0.524983 0.525439
0.521819 0.52228
0.518681 0.519143
0.515551 0.51601
0.512431 0.512882
0.50932 0.50976
0.50622 0.506645
0.503131 0.503537
0.500054 0.500438
0.496976 0.497336
0.493911 0.494244
0.490866 0.49117
0.48784 0.488113
0.484831 0.485073
0.481841 0.482048
0.478867 0.47904
0.475916 0.476052
0.472988 0.473084
0.470068 0.470126
0.467156 0.467179
0.464252 0.464243
0.461358 0.461319
0.458473 0.458406
0.455599 0.455506
0.452727 0.452613
0.449871 0.449736
0.447029 0.446875
0.444203 0.444031
0.441391 0.441202
0.438595 0.43839
0.435813 0.435594
0.433053 0.432829
0.430306 0.430076
0.42757 0.427333
0.424847 0.4246
0.422137 0.421879
0.41944 0.419171
0.416757 0.416478
0.414091 0.413779
0.41144 0.411097
0.408803 0.408444
0.40618 0.405821
0.403572 0.403227
0.400981 0.400659
0.398406 0.398118
0.395841 0.395613
0.393292 0.393137
0.390768 0.390676
0.38827 0.38823
0.385797 0.385801
0.383349 0.383389
0.380925 0.380994
0.378537 0.378616
0.376176 0.376255
0.37383 0.373915
0.371502 0.371595
0.369191 0.369296
0.366898 0.367017
0.364626 0.36476
0.362353 0.36252
0.360099 0.360302
0.357885 0.358109
0.355709 0.355942
0.353569 0.3538
0.351464 0.351682
0.349392 0.34959
0.347378 0.347527
0.345386 0.345487
0.343406 0.343468
0.341439 0.341471
0.339487 0.339495
0.337552 0.337541
0.335629 0.335608
0.333712 0.333695
0.331824 0.331807
0.329965 0.329945
0.328133 0.328108
0.326328 0.326297
0.32455 0.32451
0.322807 0.322756
0.321087 0.321024
0.319386 0.319313
0.317705 0.317624
0.316044 0.315957
0.314405 0.314313
0.312794 0.312693
0.311206 0.311099
0.309636 0.309529
0.308085 0.307984
0.306556 0.306466
0.30505 0.304976
0.303567 0.303514
0.302112 0.302081
0.300686 0.300678
0.299291 0.299306
0.29793 0.297966
0.296602 0.296659
0.295294 0.295376
0.294031 0.294132
0.292814 0.292928
0.291643 0.291764
0.290517 0.290638
0.289428 0.289541
0.288379 0.28848
0.287376 0.287465
0.286416 0.286494
0.285496 0.285562
0.284599 0.284658
0.283722 0.283776
0.282899 0.28294
0.282118 0.28214
0.281372 0.281369
0.280636 0.28061
0.279911 0.279859
0.279208 0.279123
0.278511 0.278391
0.277806 0.27765
0.277084 0.276876
0.276318 0.276075
0.275493 0.275233
0.274594 0.274335
0.273604 0.273367
0.272515 0.272311
0.271318 0.271152
0.269999 0.269873
0.268554 0.268467
0.26696 0.266912
0.265177 0.265184
0.2632 0.263272
0.261028 0.261174
0.258647 0.258866
0.256047 0.256331
0.253226 0.253563
0.25018 0.25057
0.246908 0.247321
0.243408 0.243816
0.239689 0.240071
0.235731 0.236065
0.231525 0.231793
0.227058 0.227249
0.222357 0.222462
0.217475 0.217484
0.212412 0.212319
0.207139 0.206949
0.201601 0.201334
0.195804 0.195478
0.189768 0.18941
0.183512 0.183158
0.177046 0.176722
0.170373 0.170111
0.163504 0.163331
0.156454 0.156386
0.149245 0.149274
0.141902 0.142016
0.134425 0.134599
0.126836 0.127045
0.119162 0.119378
0.111421 0.111603
0.103657 0.103786
0.0959 0.0959458
0.0882073 0.0881506
0.0805935 0.0804683
0.0731262 0.0729552
0.065833 0.0656881
0.0587598 0.0587185
0.0520229 0.0520781
0.0456891 0.0458073
0.0397798 0.0399059
0.0343167 0.0343967
0.0293015 0.0293239
0.0247436 0.0247052
0.0206559 0.0206015
0.0170218 0.0170021
0.0139031 0.0139032
0.0112622 0.01126
0.00901744 0.00902078
0.00712495 0.00713823
0.00555191 0.00556183
0.00425424 0.00425361
1.12386 1.12366
1.11386 1.11371
1.10391 1.10382
1.09403 1.09399
1.08421 1.08421
1.07445 1.0745
1.06475 1.06484
1.05512 1.05524
1.04553 1.04569
1.03601 1.0362
1.02656 1.02677
1.01718 1.01741
1.00786 1.00811
0.998614 0.998869
0.989428 0.989691
0.98032 0.980589
0.971282 0.971552
0.962296 0.962564
0.95336 0.953624
0.944479 0.944736
0.93565 0.935897
0.926876 0.92711
0.918156 0.918376
0.909469 0.909672
0.90085 0.901035
0.892299 0.892464
0.883814 0.883958
0.875396 0.875518
0.867042 0.86714
0.858753 0.858827
0.85054 0.850588
0.842388 0.84241
0.834292 0.834288
0.82625 0.826222
0.818263 0.818211
0.810333 0.810258
0.802459 0.802361
0.794637 0.794516
0.786867 0.786724
0.779158 0.778995
0.771512 0.771331
0.763925 0.763729
0.7564 0.756191
0.748935 0.748715
0.741529 0.7413
0.734189 0.733954
0.726904 0.726665
0.719675 0.719433
0.712503 0.712259
0.705387 0.705142
0.698326 0.698083
0.691322 0.691081
0.684373 0.684134
0.677481 0.677245
0.670645 0.670415
0.663865 0.663644
0.657141 0.656931
0.650474 0.650277
0.643863 0.643681
0.637313 0.637143
0.63082 0.630663
0.624379 0.62424
0.617991 0.617875
0.611657 0.611566
0.605377 0.605315
0.599151 0.59912
0.592971 0.592979
0.586842 0.586893
0.580777 0.580865
0.574775 0.574894
0.568835 0.568981
0.562956 0.563123
0.557138 0.557322
0.551384 0.551578
0.54569 0.545889
0.54005 0.540253
0.534464 0.534669
0.52893 0.529138
0.523449 0.523657
0.518022 0.518229
0.51264 0.51285
0.50731 0.507521
0.502039 0.502247
0.496826 0.497025
0.491669 0.491856
0.486568 0.486738
0.481522 0.481672
0.476543 0.476663
0.471613 0.471703
0.466726 0.46679
0.461882 0.461922
0.457084 0.457102
0.452329 0.452328
0.447618 0.4476
0.442947 0.442918
0.438326 0.438284
0.433753 0.433699
0.429229 0.429163
0.424753 0.424674
0.420324 0.420234
0.415952 0.415849
0.411625 0.411509
0.407339 0.407215
0.403096 0.402966
0.398897 0.398764
0.394743 0.394608
0.390635 0.3905
0.386574 0.38644
0.382559 0.38243
0.37859 0.378471
0.374669 0.374563
0.370798 0.370706
0.366972 0.3669
0.363199 0.363146
0.359481 0.359448
0.355819 0.355806
0.352214 0.35222
0.348665 0.348689
0.345155 0.345199
0.341712 0.341773
0.338337 0.338411
0.335026 0.33511
0.331778 0.331868
0.328583 0.328674
0.325443 0.325533
0.322366 0.322454
0.319346 0.319431
0.316379 0.316459
0.31345 0.313528
0.310558 0.310632
0.307719 0.307786
0.304924 0.30498
0.302165 0.302206
0.299423 0.299449
0.296698 0.296707
0.293992 0.293983
0.291293 0.291264
0.288589 0.288541
0.285874 0.285802
0.283124 0.283035
0.280329 0.28023
0.277478 0.277376
0.274568 0.274468
0.271577 0.271485
0.268491 0.268413
0.265302 0.265242
0.262004 0.261964
0.258588 0.258571
0.255045 0.255056
0.251368 0.251411
0.247567 0.247647
0.243607 0.243719
0.239479 0.239615
0.235185 0.235339
0.230725 0.23089
0.226103 0.226265
0.22132 0.221467
0.216379 0.216501
0.211275 0.211364
0.206011 0.206059
0.200587 0.200593
0.195008 0.19497
0.189277 0.189197
0.183397 0.183275
0.177367 0.177216
0.171189 0.171025
0.164872 0.164704
0.158412 0.158261
0.15182 0.151701
0.145101 0.145025
0.13826 0.138237
0.131314 0.13135
0.124271 0.124353
0.117153 0.117269
0.109965 0.110096
0.102724 0.102851
0.0954566 0.0955614
0.0881861 0.0882474
0.0809499 0.0809584
0.0737809 0.0737343
0.0667236 0.0666334
0.0598086 0.0597168
0.0530984 0.053037
0.0466463 0.0466495
0.0405324 0.0405856
0.0348159 0.0348824
0.0295235 0.0295679
0.0246797 0.0246783
0.0202934 0.0202646
0.0164067 0.0163749
0.0130345 0.013026
0.0101763 0.0101794
0.00778427 0.00779096
0.00580549 0.00581598
0.00420032 0.00420206
0.0029159 0.00290777
0.00190979 0.0018977
0.00114253 0.00114003
0.000602693 0.000603533
0.000257271 0.000257722
1.75428 1.75441
1.73482 1.73496
1.71554 1.7157
1.69646 1.69663
1.67756 1.67774
1.65885 1.65903
1.64031 1.6405
1.62194 1.62214
1.60381 1.604
1.58582 1.58602
1.56797 1.56816
1.55026 1.55045
1.53268 1.53286
1.51524 1.51542
1.49794 1.49811
1.48077 1.48092
1.46373 1.46387
1.44684 1.44697
1.4301 1.43021
1.41351 1.41361
1.39707 1.39715
1.38078 1.38084
1.36463 1.36468
1.34864 1.34867
1.33279 1.33279
1.31708 1.31707
1.30151 1.30147
1.28608 1.28602
1.27079 1.27071
1.25564 1.25554
1.24061 1.2405
1.22573 1.22559
1.21099 1.21083
1.19639 1.19621
1.18192 1.18173
1.1676 1.1674
1.15341 1.1532
1.13936 1.13914
1.12545 1.12521
1.11167 1.11143
1.09802 1.09777
1.0845 1.08425
1.07112 1.07086
1.05786 1.0576
1.04473 1.04448
1.03173 1.03148
1.01885 1.01861
1.00611 1.00587
0.993487 0.993258
0.980993 0.980773
0.968623 0.968414
0.956378 0.956181
0.944257 0.944072
0.93226 0.932088
0.920384 0.920228
0.908629 0.90849
0.896995 0.896875
0.88548 0.885382
0.874085 0.874008
0.862809 0.862754
0.85165 0.851618
0.840609 0.840601
0.829686 0.829703
0.818878 0.818921
0.808187 0.808256
0.797611 0.797705
0.787143 0.787266
0.776786 0.776939
0.766548 0.766727
0.756428 0.756628
0.746424 0.746642
0.736534 0.736766
0.726758 0.727001
0.717098 0.717347
0.707548 0.7078
0.698104 0.698357
0.688764 0.689015
0.679526 0.679774
0.670389 0.670632
0.661355 0.661591
0.652429 0.652659
0.643603 0.643824
0.634872 0.635082
0.626235 0.62643
0.617693 0.617869
0.609246 0.609401
0.600894 0.601027
0.592616 0.59272
0.58444 0.584515
0.57637 0.576418
0.568404 0.568426
0.560539 0.560537
0.552774 0.552748
0.545113 0.545065
0.537563 0.537495
0.530094 0.530008
0.522708 0.522604
0.515403 0.515283
0.508181 0.508046
0.501042 0.500894
0.493983 0.49382
0.487008 0.486834
0.480119 0.479938
0.473314 0.473129
0.466595 0.46641
0.459961 0.45978
0.453419 0.453242
0.446962 0.446792
0.440586 0.440428
0.434292 0.434149
0.428081 0.427956
0.421955 0.421851
0.415902 0.415823
0.409938 0.409884
0.404069 0.40404
0.398296 0.398291
0.392617 0.392635
0.387032 0.387072
0.381521 0.381584
0.376112 0.376195
0.370803 0.370901
0.365589 0.365701
0.360468 0.36059
0.355434 0.355563
0.350485 0.350618
0.345621 0.345756
0.340838 0.340972
0.336131 0.336262
0.331484 0.331612
0.326896 0.327019
0.322391 0.322504
0.317959 0.318057
0.31359 0.313671
0.309273 0.309333
0.304999 0.305038
0.300763 0.300778
0.296554 0.296545
0.292362 0.29233
0.288183 0.288124
0.283993 0.283913
0.279783 0.279687
0.275543 0.275438
0.271272 0.27116
0.26695 0.266838
0.262567 0.262461
0.258114 0.25802
0.253595 0.253515
0.248992 0.248931
0.244295 0.244256
0.239501 0.239487
0.234615 0.234629
0.229622 0.229661
0.224518 0.224576
0.219306 0.219378
0.213986 0.214068
0.20856 0.208643
0.203029 0.203104
0.197398 0.19746
0.191661 0.191705
0.185824 0.185845
0.179888 0.179885
0.173858 0.173831
0.167736 0.167687
0.161528 0.161459
0.155233 0.155153
0.148857 0.148775
0.14241 0.142333
0.135888 0.135827
0.129304 0.129269
0.122666 0.122661
0.115983 0.116009
0.109273 0.109331
0.102543 0.102619
0.0958154 0.0959022
0.0890988 0.0891816
0.0824168 0.0824845
0.0757938 0.0758351
0.0692582 0.069264
0.0628404 0.062812
0.0565743 0.0565178
0.050495 0.0504296
0.0446385 0.0445902
0.0390558 0.039038
0.033782 0.0338027
0.0288845 0.02892
0.0243865 0.0244146
0.0202865 0.0202915
0.016603 0.0165885
0.0133444 0.0133256
0.0105281 0.0105188
0.00814193 0.00814504
0.00616472 0.0061716
0.00454421 0.00455186
0.00323873 0.00324258
0.00220998 0.00220656
0.00141619 0.00141037
0.000826408 0.000824826
0.00042053 0.00042129
0.000171242 0.00017165
4.43548e-05 4.42757e-05
2.38668 2.38691
2.35644 2.35666
2.32649 2.32671
2.29684 2.29705
2.26748 2.26768
2.23841 2.2386
2.20963 2.20981
2.18114 2.18131
2.15291 2.15307
2.12498 2.12513
2.09734 2.09748
2.07 2.07012
2.04295 2.04306
2.01619 2.01628
1.98971 1.98979
1.96353 1.96359
1.93763 1.93768
1.912 1.91203
1.88663 1.88664
1.86152 1.86152
1.83667 1.83665
1.81208 1.81204
1.78775 1.78768
1.76366 1.76358
1.73982 1.73972
1.71625 1.71614
1.69293 1.6928
1.66987 1.66972
1.64706 1.6469
1.6245 1.62432
1.60219 1.602
1.58012 1.57992
1.5583 1.55808
1.53672 1.53649
1.51537 1.51514
1.49426 1.49402
1.47339 1.47314
1.45275 1.45249
1.43233 1.43208
1.41215 1.41189
1.3922 1.39194
1.37247 1.37222
1.35297 1.35273
1.3337 1.33346
1.31465 1.31442
1.29582 1.2956
1.27721 1.277
1.25882 1.25862
1.24063 1.24044
1.22265 1.22248
1.20488 1.20472
1.18731 1.18718
1.16995 1.16983
1.15279 1.15269
1.13584 1.13576
1.11908 1.11902
1.10253 1.10249
1.08617 1.08615
1.07001 1.07001
1.05404 1.05407
1.03826 1.03832
1.02268 1.02276
1.0073 1.00739
0.992098 0.992217
0.977089 0.97723
0.962269 0.96243
0.947636 0.947819
0.933187 0.933391
0.918918 0.919141
0.904829 0.905065
0.890918 0.891165
0.877182 0.877437
0.863622 0.863883
0.850233 0.850495
0.837012 0.837274
0.823965 0.824224
0.811086 0.81134
0.798374 0.79862
0.785827 0.786062
0.773444 0.773668
0.761227 0.761439
0.749169 0.749366
0.73727 0.737451
0.725526 0.725688
0.713937 0.714078
0.702502 0.70262
0.69122 0.691313
0.680088 0.680154
0.669106 0.669144
0.658271 0.658282
0.647581 0.647566
0.637035 0.636995
0.62663 0.626568
0.616369 0.616285
0.60625 0.606146
0.596268 0.596145
0.586422 0.586282
0.576709 0.576556
0.567131 0.566965
0.557685 0.557509
0.548378 0.548191
0.5392 0.539005
0.530149 0.529952
0.521225 0.521028
0.512428 0.512236
0.503758 0.503574
0.495215 0.495041
0.486799 0.486639
0.478511 0.478367
0.47035 0.470224
0.462317 0.462212
0.454411 0.454329
0.446622 0.446566
0.438962 0.438933
0.431437 0.431434
0.424047 0.424067
0.416788 0.416831
0.409659 0.409723
0.402643 0.402728
0.395761 0.395864
0.389012 0.38913
0.38239 0.38252
0.375893 0.376031
0.369509 0.369653
0.363239 0.363387
0.357088 0.357235
0.351048 0.351192
0.345113 0.345252
0.339272 0.339403
0.33352 0.333642
0.327866 0.327976
0.322304 0.322396
0.316822 0.316894
0.311412 0.311462
0.306066 0.306091
0.300775 0.300776
0.295529 0.295506
0.29032 0.290275
0.285144 0.285073
0.279982 0.279891
0.274825 0.274721
0.269666 0.269553
0.264506 0.264387
0.259323 0.259204
0.254106 0.253993
0.248849 0.248747
0.243556 0.243468
0.238212 0.238141
0.232807 0.232756
0.227341 0.227311
0.221817 0.221812
0.216227 0.216242
0.210567 0.210598
0.204841 0.204884
0.199049 0.199101
0.193193 0.193246
0.187274 0.187323
0.181297 0.181338
0.175259 0.175289
0.169164 0.16918
0.163017 0.163017
0.156821 0.156806
0.150579 0.150552
0.144301 0.144261
0.137983 0.137939
0.131633 0.131592
0.125261 0.125226
0.118869 0.118848
0.112471 0.112469
0.106073 0.10609
0.099685 0.099721
0.0933255 0.0933785
0.0870023 0.0870629
0.0807383 0.0807995
0.0745446 0.0745967
0.0684437 0.0684793
0.0624588 0.0624726
0.0566159 0.0566038
0.0509414 0.0509082
0.0454635 0.0454172
0.0402133 0.0401683
0.0352187 0.0351914
0.0305208 0.0305152
0.0261441 0.0261604
0.0221232 0.0221446
0.0184679 0.0184803
0.015186 0.0151838
0.0122822 0.0122707
0.00975121 0.00974093
0.00759505 0.00759251
0.00579285 0.00579746
0.00431628 0.00432266
0.00312282 0.00312826
0.0021765 0.00217832
0.00144387 0.00144166
0.000892573 0.000889945
0.000497291 0.000497161
0.000237718 0.000238305
8.80371e-05 8.82267e-05
1.93441e-05 1.93041e-05
2.9714 2.97164
2.92991 2.93013
2.88889 2.8891
2.84835 2.84854
2.80826 2.80843
2.76863 2.76878
2.72945 2.72959
2.69073 2.69085
2.65245 2.65256
2.61462 2.61471
2.57722 2.5773
2.54027 2.54032
2.50374 2.50378
