#q2 x cv sd
932.461 0.0101158 0.933187 0.0647202
932.461 0.0104713 0.918918 0.0538471
932.461 0.0108393 0.904829 0.0566872
932.461 0.0112202 0.890918 0.0517034
932.461 0.0116145 0.877182 0.044625
932.461 0.0120226 0.863622 0.053274
932.461 0.0124451 0.850233 0.0502688
932.461 0.0128825 0.837012 0.046234
932.461 0.0133352 0.823965 0.0412012
932.461 0.0138038 0.811086 0.051392
932.461 0.0142889 0.798374 0.0534639
932.461 0.0147911 0.785827 0.0422125
932.461 0.0153109 0.773444 0.0490448
932.461 0.0158489 0.761227 0.0420401
932.461 0.0164059 0.749169 0.046225
932.461 0.0169824 0.73727 0.0476534
932.461 0.0175792 0.725526 0.0367003
932.461 0.018197 0.713937 0.0388752
932.461 0.0188365 0.702502 0.0376747
932.461 0.0194984 0.69122 0.0401974
932.461 0.0201837 0.680088 0.0389062
932.461 0.020893 0.669106 0.0408011
932.461 0.0216272 0.658271 0.0353336
932.461 0.0223872 0.647581 0.0426335
932.461 0.0231739 0.637035 0.039974
932.461 0.0239883 0.62663 0.0427667
932.461 0.0248313 0.616369 0.0329293
932.461 0.025704 0.60625 0.0305592
932.461 0.0266073 0.596268 0.0299442
932.461 0.0275423 0.586422 0.0350281
932.461 0.0285102 0.576709 0.0399677
932.461 0.0295121 0.567131 0.0357768
932.461 0.0305492 0.557685 0.0353875
932.461 0.0316228 0.548378 0.0287452
932.461 0.0327341 0.5392 0.0345169
932.461 0.0338844 0.530149 0.0293343
932.461 0.0350752 0.521225 0.0273508
932.461 0.0363078 0.512428 0.0324306
932.461 0.0375837 0.503758 0.0278357
932.461 0.0389045 0.495215 0.0328693
932.461 0.0402717 0.486799 0.0293931
932.461 0.0416869 0.478511 0.0299361
932.461 0.0431519 0.47035 0.0317412
932.461 0.0446684 0.462317 0.0314386
932.461 0.0462381 0.454411 0.0260767
932.461 0.047863 0.446622 0.0234193
932.461 0.049545 0.438962 0.0224621
932.461 0.0512861 0.431437 0.028347
932.461 0.0530884 0.424047 0.0277741
932.461 0.0549541 0.416788 0.0265157
932.461 0.0568853 0.409659 0.0274006
932.461 0.0588844 0.402643 0.0234301
932.461 0.0609537 0.395761 0.0264363
932.461 0.0630957 0.389012 0.0269998
932.461 0.0653131 0.38239 0.0218528
932.461 0.0676083 0.375893 0.0245016
932.461 0.0699842 0.369509 0.0218049
932.461 0.0724436 0.363239 0.0190812
932.461 0.0749894 0.357088 0.024039
932.461 0.0776247 0.351048 0.0175797
932.461 0.0803526 0.345113 0.0215395
932.461 0.0831764 0.339272 0.0225346
932.461 0.0860994 0.33352 0.0175356
932.461 0.0891251 0.327866 0.022664
932.461 0.0922571 0.322304 0.0222785
932.461 0.0954993 0.316822 0.0216415
932.461 0.0988553 0.311412 0.019166
932.461 0.102329 0.306066 0.0172628
932.461 0.105925 0.300775 0.0180298
932.461 0.109648 0.295529 0.0167859
932.461 0.113501 0.29032 0.0146408
932.461 0.11749 0.285144 0.0154823
932.461 0.121619 0.279982 0.015571
932.461 0.125893 0.274825 0.0182889
932.461 0.130317 0.269666 0.0162284
932.461 0.134896 0.264506 0.0147497
932.461 0.139637 0.259323 0.0131669
932.461 0.144544 0.254106 0.0158383
932.461 0.149624 0.248849 0.0166653
932.461 0.154882 0.243556 0.0142872
932.461 0.160325 0.238212 0.0130821
932.461 0.165959 0.232807 0.0162114
932.461 0.171791 0.227341 0.0147489
932.461 0.177828 0.221817 0.0152657
932.461 0.184077 0.216227 0.0121366
932.461 0.190546 0.210567 0.0146238
932.461 0.197242 0.204841 0.0133698
932.461 0.204174 0.199049 0.010872
932.461 0.211349 0.193193 0.0129223
932.461 0.218776 0.187274 0.0099878
932.461 0.226464 0.181297 0.00953472
932.461 0.234423 0.175259 0.00971005
932.461 0.242661 0.169164 0.00995905
932.461 0.251189 0.163017 0.0090461
932.461 0.260016 0.156821 0.0103438
932.461 0.269153 0.150579 0.00905657
932.461 0.278612 0.144301 0.00976477
932.461 0.288403 0.137983 0.00911395
932.461 0.298538 0.131633 0.00915276
932.461 0.30903 0.125261 0.00747812
932.461 0.31989 0.118869 0.00629739
932.461 0.331131 0.112471 0.00600556
932.461 0.342768 0.106073 0.00717449
932.461 0.354813 0.099685 0.00650174
932.461 0.367282 0.0933255 0.00548385
932.461 0.380189 0.0870023 0.00570095
932.461 0.39355 0.0807383 0.00437063
932.461 0.40738 0.0745446 0.00456664
932.461 0.421697 0.0684437 0.00446362
932.461 0.436516 0.0624588 0.00420555
932.461 0.451856 0.0566159 0.00296679
932.461 0.467735 0.0509414 0.00294363
932.461 0.484172 0.0454635 0.00233753
932.461 0.501187 0.0402133 0.00210133
932.461 0.5188 0.0352187 0.00178605
932.461 0.537032 0.0305208 0.00199909
932.461 0.555904 0.0261441 0.00171797
932.461 0.57544 0.0221232 0.00144033
932.461 0.595662 0.0184679 0.00124421
932.461 0.616595 0.015186 0.000786914
932.461 0.638263 0.0122822 0.000854099
932.461 0.660693 0.00975121 0.000588017
932.461 0.683912 0.00759505 0.000420195
932.461 0.707946 0.00579285 0.000402071
932.461 0.732825 0.00431628 0.000285973
932.461 0.758578 0.00312282 0.000158839
932.461 0.785236 0.0021765 0.000111627
932.461 0.812831 0.00144387 9.78693e-05
932.461 0.841395 0.000892573 5.90141e-05
932.461 0.870964 0.000497291 3.07075e-05
932.461 0.901571 0.000237718 1.61458e-05
932.461 0.933254 8.80371e-05 5.44662e-06
932.461 0.966051 1.93441e-05 1.21974e-06
6000 0.001 2.9714 0.149131
6000 0.00103514 2.92991 0.178279
6000 0.00107152 2.88889 0.160776
6000 0.00110917 2.84835 0.142654
6000 0.00114815 2.80826 0.16337
6000 0.0011885 2.76863 0.138633
6000 0.00123027 2.72945 0.14568
6000 0.0012735 2.69073 0.187872
6000 0.00131826 2.65245 0.178783
6000 0.00136458 2.61462 0.133676
6000 0.00141254 2.57722 0.146868
6000 0.00146218 2.54027 0.164436
6000 0.00151356 2.50374 0.146512
6000 0.00156675 2.46764 0.152797
6000 0.00162181 2.43196 0.165246
6000 0.0016788 2.3967 0.133639
6000 0.0017378 2.36186 0.150517
6000 0.00179887 2.32743 0.145037
6000 0.00186209 2.29341 0.154505
6000 0.00192752 2.25979 0.154815
6000 0.00199526 2.22656 0.127776
6000 0.00206538 2.19373 0.12184
6000 0.00213796 2.1613 0.108393
6000 0.00221309 2.12925 0.107104
6000 0.00229087 2.09759 0.115642
6000 0.00237137 2.06631 0.115316
6000 0.00245471 2.03541 0.126982
6000 0.00254097 2.00489 0.134378
6000 0.00263027 1.97474 0.127466
6000 0.0027227 1.94496 0.122409
6000 0.00281838 1.91555 0.0975494
6000 0.00291743 1.8865 0.127871
6000 0.00301995 1.85781 0.127437
6000 0.00312608 1.82947 0.10593
6000 0.00323594 1.80149 0.122318
6000 0.00334965 1.77385 0.121288
6000 0.00346737 1.74656 0.0952208
6000 0.00358922 1.7196 0.106041
6000 0.00371535 1.69299 0.102011
6000 0.00384592 1.66671 0.0896426
6000 0.00398107 1.64076 0.111153
6000 0.00412098 1.61515 0.0988815
6000 0.0042658 1.58986 0.101414
6000 0.0044157 1.5649 0.093312
6000 0.00457088 1.54027 0.0798238
6000 0.00473151 1.51596 0.0872241
6000 0.00489779 1.49196 0.0976255
6000 0.00506991 1.46826 0.079057
6000 0.00524807 1.44488 0.0730354
6000 0.0054325 1.42179 0.0815117
6000 0.00562341 1.399 0.0856993
6000 0.00582103 1.3765 0.082837
6000 0.0060256 1.3543 0.0714962
6000 0.00623735 1.33239 0.0821367
6000 0.00645654 1.31077 0.083934
6000 0.00668344 1.28944 0.0841782
6000 0.00691831 1.26839 0.06574
6000 0.00716143 1.24762 0.0716441
6000 0.0074131 1.22714 0.0758673
6000 0.00767361 1.20693 0.0790196
6000 0.00794328 1.18701 0.0665386
6000 0.00822243 1.16734 0.0805033
6000 0.00851138 1.14795 0.0638102
6000 0.00881049 1.12882 0.0708004
6000 0.00912011 1.10994 0.0752458
6000 0.00944061 1.09133 0.0613912
6000 0.00977237 1.07297 0.0684884
6000 0.0101158 1.05486 0.0639139
6000 0.0104713 1.037 0.0704062
6000 0.0108393 1.0194 0.0550742
6000 0.0112202 1.00206 0.0553465
6000 0.0116145 0.98496 0.0614453
6000 0.0120226 0.968109 0.0564675
6000 0.0124451 0.951506 0.0584725
6000 0.0128825 0.935143 0.0627248
6000 0.0133352 0.919011 0.0525558
6000 0.0138038 0.903105 0.0576266
6000 0.0142889 0.887422 0.055584
6000 0.0147911 0.87196 0.0485661
6000 0.0153109 0.85672 0.0428828
6000 0.0158489 0.841697 0.0569455
6000 0.0164059 0.826887 0.0445815
6000 0.0169824 0.812295 0.0469577
6000 0.0175792 0.797916 0.0430182
6000 0.018197 0.783747 0.0440774
6000 0.0188365 0.769788 0.043891
6000 0.0194984 0.756037 0.043986
6000 0.0201837 0.742495 0.0478669
6000 0.020893 0.729154 0.039538
6000 0.0216272 0.71601 0.0422352
6000 0.0223872 0.703059 0.0452226
6000 0.0231739 0.690302 0.0414874
6000 0.0239883 0.677735 0.0371019
6000 0.0248313 0.665358 0.035869
6000 0.025704 0.65317 0.0373467
6000 0.0266073 0.641167 0.0409831
6000 0.0275423 0.629349 0.0378636
6000 0.0285102 0.617713 0.0422598
6000 0.0295121 0.606258 0.0407018
6000 0.0305492 0.594982 0.0347839
6000 0.0316228 0.583887 0.0308865
6000 0.0327341 0.572968 0.0361968
6000 0.0338844 0.562224 0.0356058
6000 0.0350752 0.551653 0.0298337
6000 0.0363078 0.541255 0.030726
6000 0.0375837 0.531029 0.0327753
6000 0.0389045 0.520974 0.0286338
6000 0.0402717 0.511088 0.0300338
6000 0.0416869 0.50137 0.0313812
6000 0.0431519 0.491817 0.0330528
6000 0.0446684 0.48243 0.0286894
6000 0.0462381 0.473208 0.0238498
6000 0.047863 0.464139 0.0273213
6000 0.049545 0.455234 0.0268456
6000 0.0512861 0.446499 0.0256701
6000 0.0530884 0.43793 0.0262259
6000 0.0549541 0.429525 0.0289838
6000 0.0568853 0.421281 0.0223354
6000 0.0588844 0.413179 0.0287973
6000 0.0609537 0.405242 0.0281202
6000 0.0630957 0.397467 0.0214906
6000 0.0653131 0.389848 0.0217629
6000 0.0676083 0.38238 0.0205601
6000 0.0699842 0.375055 0.0254239
6000 0.0724436 0.36787 0.0200753
6000 0.0749894 0.360825 0.0251708
6000 0.0776247 0.353913 0.0177319
6000 0.0803526 0.347128 0.0182686
6000 0.0831764 0.340456 0.0170781
6000 0.0860994 0.333894 0.0232046
6000 0.0891251 0.327451 0.0178088
6000 0.0922571 0.321118 0.0210901
6000 0.0954993 0.314884 0.0158476
6000 0.0988553 0.308743 0.0174605
6000 0.102329 0.302685 0.0193597
6000 0.105925 0.296698 0.0197804
6000 0.109648 0.290773 0.0177505
6000 0.113501 0.284903 0.0150333
6000 0.11749 0.279086 0.0165696
6000 0.121619 0.273301 0.0137626
6000 0.125893 0.267539 0.0152319
6000 0.130317 0.261794 0.0145513
6000 0.134896 0.256066 0.0130739
6000 0.139637 0.250338 0.0136799
6000 0.144544 0.2446 0.0136566
6000 0.149624 0.238847 0.0131781
6000 0.154882 0.233083 0.0144641
6000 0.160325 0.227295 0.0135569
6000 0.165959 0.221475 0.0147492
6000 0.171791 0.215622 0.0129196
6000 0.177828 0.20974 0.0132387
6000 0.184077 0.203822 0.0132611
6000 0.190546 0.197865 0.013305
6000 0.197242 0.191874 0.010296
6000 0.204174 0.185849 0.0104971
6000 0.211349 0.179791 0.00918028
6000 0.218776 0.173702 0.0110436
6000 0.226464 0.167588 0.0104023
6000 0.234423 0.161445 0.0101723
6000 0.242661 0.15528 0.0107398
6000 0.251189 0.149096 0.00812378
6000 0.260016 0.142897 0.00897536
6000 0.269153 0.136688 0.00688442
6000 0.278612 0.130477 0.00871942
6000 0.288403 0.124264 0.00700448
6000 0.298538 0.118055 0.00758895
6000 0.30903 0.111862 0.0060144
6000 0.31989 0.105686 0.00543169
6000 0.331131 0.0995408 0.00592815
6000 0.342768 0.0934346 0.00468859
6000 0.354813 0.0873786 0.00459509
6000 0.367282 0.0813895 0.00479678
6000 0.380189 0.0754765 0.00478301
6000 0.39355 0.06966 0.00466466
6000 0.40738 0.0639525 0.00357985
6000 0.421697 0.0583737 0.00360591
6000 0.436516 0.0529455 0.00364541
6000 0.451856 0.0476898 0.00290728
6000 0.467735 0.0426302 0.00297269
6000 0.484172 0.0377893 0.00197355
6000 0.501187 0.0331936 0.00210241
6000 0.5188 0.0288642 0.00193265
6000 0.537032 0.0248319 0.00157834
6000 0.555904 0.0211123 0.00122619
6000 0.57544 0.0177272 0.00110651
6000 0.595662 0.0146788 0.000737781
6000 0.616595 0.0119694 0.00073
6000 0.638263 0.00959736 0.000619105
6000 0.660693 0.00755256 0.000486486
6000 0.683912 0.0058283 0.000314159
6000 0.707946 0.00440076 0.00025543
6000 0.732825 0.00324162 0.000217789
6000 0.758578 0.00231469 0.000135654
6000 0.785236 0.00158843 9.24815e-05
6000 0.812831 0.00103413 6.24887e-05
6000 0.841395 0.000624801 3.70247e-05
6000 0.870964 0.000338637 1.71173e-05
6000 0.901571 0.000156204 9.56543e-06
6000 0.933254 5.51835e-05 3.63933e-06
6000 0.966051 1.13811e-05 7.7475e-07
