Seed  np arch1 chi2/dat duration
9982 115 38 0.615849 3.64746
9131 115 38 12.0211 3.6022
2759 115 38 29.3516 3.37594
3014 115 38 24.9597 3.53187
1243 115 38 0.968907 3.48787
9519 115 38 0.506311 3.50375
9385 115 38 3.47291 3.85409
6578 115 38 1.5014 3.90393
6770 115 38 0.797914 3.54725
3295 115 38 63.5315 3.59428
1360 115 38 0.570937 3.40967
9931 115 38 1.41646 3.67772
8411 115 38 2.96387 3.88396
9100 115 38 3.76716 3.46221
1833 115 38 7.75454 3.42923
2635 115 38 0.656085 3.4595
5182 115 38 60.8129 3.35452
4520 115 38 1.30035 3.41915
4509 115 38 2.72963 3.39948
1373 115 38 0.603231 3.77203
6036 115 38 0.809135 3.6741
484 115 38 9.35009 3.39903
2878 115 38 68.9495 3.83907
3963 115 38 1.79642 3.78663
8629 115 38 15.8534 3.6406
4882 115 38 0.480894 3.50734
2900 115 38 0.774483 3.50638
5237 115 38 0.58881 3.47092
1268 115 38 7.17591 3.94988
998 115 38 2.25807 3.35695
4574 115 38 0.724721 3.41024
3153 115 38 0.488502 3.52237
4137 115 38 15.2387 3.92524
7150 115 38 0.44167 3.7114
6307 115 38 11.925 3.732
1950 115 38 0.60518 3.89043
4906 115 38 2.68601 3.44305
707 115 38 25.4548 3.44589
6399 115 38 13.95 3.30096
3136 115 38 0.735906 3.46329
5189 115 38 1.03741 3.315
1014 115 38 17.1568 3.74567
4746 115 38 0.669411 3.74806
75 115 38 6.17255 3.62181
3499 115 38 0.626824 3.69063
8685 115 38 1.01839 3.34034
7698 115 38 145.685 3.88917
2584 115 38 0.608161 3.57133
6968 115 38 1.19151 3.5008
1098 115 38 1.73436 3.36446
4819 115 38 5.14959 3.43073
