Seed  np arch1 chi2/dat duration
2380 70 23 0.940286 2.46876
5888 70 23 0.518059 2.70028
5136 70 23 7.65094 2.49638
2318 70 23 33.5067 2.61009
4774 70 23 0.506384 2.45999
9576 70 23 0.580308 2.76014
881 70 23 0.516778 2.75486
789 70 23 0.484965 2.713
2571 70 23 5.48234 2.47666
9373 70 23 0.754363 2.58042
2587 70 23 11.2254 2.37496
1264 70 23 0.466701 2.73094
1492 70 23 0.668877 2.62358
7444 70 23 0.659496 2.36914
5625 70 23 0.716815 2.44765
964 70 23 0.518578 2.67815
4684 70 23 0.579725 2.44701
1239 70 23 0.979624 2.2935
2907 70 23 1.21187 2.58153
5938 70 23 72.456 2.44791
1706 70 23 1.91118 2.40536
3051 70 23 0.627176 2.55189
2150 70 23 1.41312 2.6025
5416 70 23 0.63396 2.52223
5356 70 23 13.3861 2.27881
246 70 23 0.695994 3.43321
1942 70 23 3.9122 2.38105
792 70 23 15.4044 2.3184
9068 70 23 1.47288 2.72944
9157 70 23 6.41645 2.809
2391 70 23 0.588703 2.53752
1887 70 23 1.05915 2.53315
1266 70 23 78.5948 2.64087
7447 70 23 0.831469 2.39859
6737 70 23 0.703932 2.58814
8037 70 23 0.693881 2.52741
156 70 23 0.48347 2.64951
4050 70 23 9.74243 2.44368
987 70 23 24.9419 3.41801
2240 70 23 1.72876 2.51461
1043 70 23 0.74326 3.43285
6960 70 23 0.656592 2.6245
8898 70 23 0.675342 2.67316
8957 70 23 0.629832 2.72528
5995 70 23 0.574176 2.54795
1418 70 23 0.679127 2.47275
7096 70 23 0.69911 2.68952
8201 70 23 1.37817 2.416
5051 70 23 16.1704 2.71103
7558 70 23 0.624072 2.42659
7086 70 23 0.634432 2.60871
