Seed  np arch1 chi2/dat duration
2149 91 30 0.731826 3.22297
1520 91 30 33.8788 3.14424
1578 91 30 0.969063 2.85325
6815 91 30 2.37799 3.10199
554 91 30 0.483822 3.00748
8252 91 30 2.74997 2.81582
2175 91 30 0.756813 2.81613
5188 91 30 0.510751 3.09204
2588 91 30 0.562951 3.22956
5071 91 30 1.19449 2.86733
2132 91 30 1.37993 2.90811
3107 91 30 0.558187 3.0661
8003 91 30 0.603094 2.78114
569 91 30 0.746482 3.03413
7483 91 30 0.486194 3.18609
2881 91 30 3.01244 3.01717
9227 91 30 1.36786 2.78481
5155 91 30 1.54544 3.12732
923 91 30 0.648629 2.9363
5674 91 30 1.68673 2.74072
4624 91 30 0.716676 2.88056
7505 91 30 0.614566 2.98406
1047 91 30 0.466124 2.99406
3359 91 30 0.674066 2.95349
3373 91 30 24.233 2.98495
2571 91 30 0.580621 2.99298
1969 91 30 20.5745 3.08336
1642 91 30 3.26369 2.77342
7896 91 30 2.42756 2.81784
4565 91 30 1.29956 2.7894
4758 91 30 0.501102 2.96092
912 91 30 1.89813 2.89741
156 91 30 0.470559 3.13932
1506 91 30 0.593212 3.17381
9983 91 30 16.7246 3.01878
190 91 30 9.72699 2.89936
4474 91 30 59.3955 3.15515
8062 91 30 1.99881 3.2124
927 91 30 0.530934 2.86103
2936 91 30 4.54192 2.7508
3563 91 30 0.6035 3.13489
4305 91 30 1.4456 2.86814
66 91 30 0.91643 2.75318
918 91 30 10.3622 3.12836
2223 91 30 3.16481 3.00748
7172 91 30 0.571828 3.07519
6798 91 30 2.50632 2.77274
1123 91 30 15.6728 2.79506
1484 91 30 0.767733 3.03358
3450 91 30 3.70452 3.03483
6279 91 30 0.367899 3.21654
