Seed  np arch1 chi2/dat duration
229 67 22 0.716763 2.47248
3348 67 22 8.29553 2.64458
7718 67 22 6.36565 2.61685
4363 67 22 0.681308 2.54414
1654 67 22 2.39556 2.70786
8330 67 22 1.24678 2.42011
3088 67 22 0.955748 2.31173
497 67 22 1.52686 2.45839
4216 67 22 0.634967 2.48915
6139 67 22 14.4331 2.3434
4542 67 22 0.476161 2.5433
9267 67 22 0.417873 2.75438
5057 67 22 5.05834 2.36129
1667 67 22 1.28559 2.56758
6157 67 22 5.5658 2.34177
3380 67 22 18.2456 2.42191
1416 67 22 0.551694 2.58571
1212 67 22 1.16439 2.3408
1945 67 22 0.517768 2.53334
2908 67 22 0.62027 2.60167
2819 67 22 2.07001 2.50219
8647 67 22 0.448589 2.79634
9904 67 22 0.531756 2.70434
5993 67 22 1.56047 2.38452
3719 67 22 1.12153 2.53479
3396 67 22 0.612224 2.75737
489 67 22 1.07107 2.51581
9067 67 22 0.935594 2.42224
1518 67 22 0.627594 2.57213
8586 67 22 2.1459 2.30302
4818 67 22 4.42848 2.45156
7444 67 22 0.525215 2.76396
2596 67 22 3.84036 2.52114
2239 67 22 6.99398 2.39996
7618 67 22 0.681577 2.824
8906 67 22 9.7373 2.51277
197 67 22 10.6006 2.41283
906 67 22 2.74374 2.73138
2674 67 22 0.538203 2.64881
5779 67 22 9.63447 2.47365
8115 67 22 0.568049 2.68316
2701 67 22 6.43592 2.58913
3827 67 22 12.4183 2.4731
108 67 22 30.0551 2.84074
4159 67 22 0.525033 2.43027
7074 67 22 0.488659 2.78093
1921 67 22 9.50061 2.7334
4077 67 22 13.7603 2.56376
6104 67 22 0.752363 2.5428
403 67 22 0.56917 2.44054
9132 67 22 5.11671 2.54199
