Seed  np arch1 chi2/dat duration
2525 100 33 0.839899 3.17497
2922 100 33 2.87263 3.02933
7806 100 33 2.53591 3.2238
8054 100 33 3.3688 3.3394
2007 100 33 0.872927 3.06154
3109 100 33 3.51906 3.41961
8590 100 33 0.64002 2.95763
5104 100 33 27.8928 3.25672
1967 100 33 0.527399 3.07672
2955 100 33 1.55635 3.12392
5272 100 33 328.191 3.47824
7442 100 33 0.706765 3.16453
7684 100 33 0.812043 3.06475
7520 100 33 7.52854 3.15676
5961 100 33 1.47527 3.02457
4963 100 33 3.63126 3.07261
4577 100 33 19.7676 3.52731
8063 100 33 34.4628 3.25651
7033 100 33 6.25441 3.01683
7923 100 33 7.5271 2.98198
2427 100 33 30.6411 3.14211
1104 100 33 0.481671 3.20294
3555 100 33 3.80383 3.28071
3642 100 33 0.864786 3.04502
2249 100 33 0.752633 2.98687
3 100 33 1.20011 3.11642
7816 100 33 0.64765 3.04191
8918 100 33 1.94382 3.29898
3313 100 33 0.568785 3.06389
4381 100 33 9.17536 3.24619
9048 100 33 0.575056 3.25512
2 100 33 0.992469 3.20217
315 100 33 0.709887 3.36379
4321 100 33 9.56973 2.93112
5357 100 33 1.82534 2.94616
5566 100 33 1.2476 3.37747
5947 100 33 3.74105 2.92074
9919 100 33 0.338547 3.35004
1186 100 33 0.632191 3.20864
1454 100 33 2.76537 3.31508
7188 100 33 1.76676 3.05114
4122 100 33 0.532346 3.14702
9796 100 33 0.574602 3.07894
6401 100 33 3.20274 2.90901
3637 100 33 43.3213 3.1158
6917 100 33 1.40001 3.26091
5272 100 33 328.191 3.47355
3396 100 33 3.82423 3.09065
5242 100 33 1.37906 3.69385
4277 100 33 17.6947 3.24143
6235 100 33 33.8797 3.05638
