Seed  np arch1 chi2/dat duration
9165 22 7 5.30689 2.05565
5951 22 7 49.188 1.80127
1493 22 7 989.817 2.08448
8370 22 7 28.4807 2.06727
5476 22 7 5.35448 1.9832
5671 22 7 3.51327 2.03433
2675 22 7 0.966091 2.02763
1833 22 7 1.23448 2.02363
724 22 7 0.872018 1.94206
2210 22 7 1.82934 1.99643
3894 22 7 7.86204 1.80933
3748 22 7 0.838326 2.03971
1109 22 7 10.579 1.93607
916 22 7 131 1.94516
1739 22 7 20136.6 0.212954
2260 22 7 0.933826 2.0696
7666 22 7 15.718 1.8608
1951 22 7 13.9242 1.81891
7731 22 7 7.21861 1.98725
9783 22 7 8.66068 1.84652
1589 22 7 1.21698 1.98577
7666 22 7 15.718 1.8585
6461 22 7 0.840185 2.02412
745 22 7 12.4188 1.86532
7488 22 7 0.855343 2.05485
702 22 7 31.6277 1.86805
993 22 7 1.62246 1.71556
6711 22 7 7.97944 1.98396
9907 22 7 1.15526 2.05834
2115 22 7 22.3521 2.02535
4704 22 7 141.644 1.71399
7052 22 7 0.80356 1.94252
2911 22 7 3.46974 2.04869
7839 22 7 15.8616 1.92096
9339 22 7 1.65274 1.83893
3084 22 7 1.53841 2.02337
1078 22 7 223.043 1.88195
8401 22 7 158.712 1.88823
377 22 7 0.879989 2.061
1548 22 7 0.742796 2.02589
2251 22 7 37.5079 1.77506
2097 22 7 36.5627 2.05421
1718 22 7 33.8281 1.69497
9807 22 7 32.4913 1.68148
3835 22 7 30.7061 1.98862
6032 22 7 15.7086 1.7598
9779 22 7 9.85969 2.07042
9440 22 7 10.9587 1.92438
108 22 7 1.07081 2.01717
4453 22 7 7.07094 1.71513
276 22 7 11.7855 1.84786
