Seed  np arch1 chi2/dat duration
2895 85 28 0.506821 2.71729
187 85 28 2.91399 2.59644
6136 85 28 6.77998 2.68418
2438 85 28 1.61259 2.93873
9806 85 28 7.05201 3.18374
6065 85 28 1.49067 2.83158
4362 85 28 8.60367 2.65275
1724 85 28 0.579222 2.92278
2002 85 28 1.56258 2.80879
187 85 28 2.91399 2.6016
7092 85 28 6.64419 2.75297
6969 85 28 0.628389 2.88595
3228 85 28 17.5653 3.13966
2673 85 28 0.534449 2.83846
2984 85 28 3.16758 2.8947
7112 85 28 130.198 2.86915
570 85 28 0.604916 3.05083
2022 85 28 2.00976 2.76055
8055 85 28 443.127 3.13303
8294 85 28 0.621539 2.88066
5242 85 28 3.54282 2.61769
6315 85 28 0.765233 2.75504
876 85 28 4.99951 2.80644
1721 85 28 2.23204 2.92321
301 85 28 0.68281 3.05102
6758 85 28 0.890502 2.77918
4163 85 28 9.01036 2.82117
2357 85 28 22.4905 3.15584
1318 85 28 1.14003 2.65231
751 85 28 31.173 3.08605
6480 85 28 0.417431 2.88436
7528 85 28 0.532055 2.63662
997 85 28 3.17564 2.79045
8679 85 28 1.08161 3.01817
274 85 28 0.464857 2.89256
6404 85 28 61.2638 3.1667
1122 85 28 1.46125 2.75108
5643 85 28 28.1803 3.07627
2770 85 28 0.343929 2.82471
1823 85 28 1.29597 3.09425
1417 85 28 0.646686 2.8494
406 85 28 0.503444 2.66894
7871 85 28 0.591675 2.67161
8173 85 28 0.620735 3.51266
5980 85 28 0.51667 2.8477
3965 85 28 1.42376 2.81784
8920 85 28 1.5157 2.72731
2901 85 28 0.46301 2.97949
815 85 28 0.473128 2.81205
5574 85 28 103.195 3.13734
7044 85 28 4.94753 2.9579
