Seed  np arch1 chi2/dat duration
6495 82 27 0.512513 2.9756
1639 82 27 0.863875 2.53629
9848 82 27 0.81146 2.88933
8264 82 27 6.87477 2.60994
6511 82 27 1.04304 2.52482
7855 82 27 19.8911 3.04945
7891 82 27 4.35807 2.46826
5648 82 27 1.456 2.64902
5574 82 27 136.078 2.7032
5416 82 27 0.573165 2.83192
4037 82 27 3.32374 2.6248
2358 82 27 1.07725 2.52895
7389 82 27 0.686593 2.90689
1084 82 27 51.9991 2.75902
3660 82 27 24.4773 2.67457
8473 82 27 0.864005 2.71805
2472 82 27 0.642399 3.02949
9262 82 27 32.1768 2.63538
4181 82 27 120.304 2.62043
5473 82 27 3.87002 2.56796
2663 82 27 165.13 2.5548
2041 82 27 0.750119 2.97157
4239 82 27 5.73566 2.75745
9327 82 27 0.689219 2.75865
769 82 27 2.44902 2.74618
9521 82 27 0.507897 2.82234
8184 82 27 0.600964 2.87874
85 82 27 4.28539 2.56681
9392 82 27 2.82687 2.49641
1547 82 27 2.22159 2.56645
811 82 27 117.602 2.89628
9321 82 27 0.73986 2.72773
7063 82 27 0.768109 2.70276
2783 82 27 0.673694 2.55445
5456 82 27 63.6856 2.7647
465 82 27 2.76611 2.58165
4878 82 27 27.3448 2.72779
2019 82 27 71.9683 3.02254
2747 82 27 1.83852 2.91143
932 82 27 0.489897 2.98073
3076 82 27 6.42918 2.65565
2356 82 27 13.7424 2.71334
2177 82 27 0.520077 2.70779
6634 82 27 1.14391 2.56527
9538 82 27 3.99575 2.52813
283 82 27 0.821836 2.81815
2408 82 27 0.720636 2.61435
9929 82 27 0.691578 2.70838
265 82 27 0.626878 2.68369
587 82 27 2.95496 2.96132
25 82 27 0.569236 2.73679
