Seed  np arch1 chi2/dat duration
4552 106 35 16.4026 3.72998
2501 106 35 14.2326 3.19094
9881 106 35 0.500902 3.4219
8711 106 35 5.89733 3.23268
3169 106 35 3.08505 3.31006
4323 106 35 1.52727 3.09307
3451 106 35 0.901184 3.08541
8159 106 35 0.661009 3.21226
2898 106 35 1.08441 3.20612
4918 106 35 8.64271 3.18846
26 106 35 86.6273 3.40131
96 106 35 1.81526 3.06989
8721 106 35 3.11721 3.22425
7006 106 35 0.851185 3.36537
7238 106 35 14.3378 3.25339
718 106 35 2.17578 3.21498
7939 106 35 1.76937 3.16258
7397 106 35 0.512769 3.41869
3346 106 35 1.71869 3.10728
2887 106 35 2.909 3.08066
2235 106 35 2.83998 3.51858
9063 106 35 1.06263 3.03034
9679 106 35 0.424172 3.40639
225 106 35 0.451261 3.24146
9661 106 35 2.73731 3.35304
1384 106 35 1.24676 3.30666
1637 106 35 1.83048 3.06422
6740 106 35 1.55787 3.479
6924 106 35 2.25315 3.59007
738 106 35 0.677843 3.19152
8556 106 35 0.702763 3.20203
6013 106 35 26.3954 3.14252
922 106 35 0.733102 3.12247
306 106 35 3.6695 3.19046
6119 106 35 0.644615 3.18214
5415 106 35 3.33112 3.20106
8143 106 35 7.80713 3.08185
6771 106 35 0.756135 3.24058
3817 106 35 8.87607 3.23071
5784 106 35 4.17092 3.22335
523 106 35 0.589167 3.34339
1823 106 35 41.527 3.29241
1748 106 35 1.3406 3.16622
4244 106 35 9.77797 3.37739
9174 106 35 0.792927 3.42301
1943 106 35 56.2873 3.51423
4584 106 35 0.589043 3.28576
2062 106 35 1.24242 3.23923
6858 106 35 0.457786 3.3433
7050 106 35 37.7649 3.22239
695 106 35 4.72219 3.07694
