Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
4117 179 5 5 8 9 877.167 66.1493
3046 179 5 5 8 9 52.0133 66.3452
675 179 5 5 8 9 2818.15 1.28786
5503 179 5 5 8 9 1933.46 61.2222
8776 179 5 5 8 9 85.2306 59.571
5639 179 5 5 8 9 1750.53 64.8683
3886 179 5 5 8 9 1170.22 53.4811
2860 179 5 5 8 9 12514.1 1.13501
1487 179 5 5 8 9 2682.52 64.2452
3973 179 5 5 8 9 3248.35 1.67239
9713 179 5 5 8 9 6054.79 3.18796
8303 179 5 5 8 9 2592.73 0.831575
4656 179 5 5 8 9 765.863 2.41965
3027 179 5 5 8 9 3048.11 12.9495
1669 179 5 5 8 9 2307.8 62.6178
4658 179 5 5 8 9 0.91039 67.9972
109 179 5 5 8 9 2730.65 1.21604
9948 179 5 5 8 9 2491.23 1.34994
3803 179 5 5 8 9 11192.6 66.6612
724 179 5 5 8 9 2691.95 58.8085
999 179 5 5 8 9 969.588 59.7501
2012 179 5 5 8 9 1457.59 0.647438
1410 179 5 5 8 9 3561.99 56.6125
8834 179 5 5 8 9 1126.06 3.52321
8588 179 5 5 8 9 8049.83 1.35589
7480 179 5 5 8 9 429.003 62.3764
5209 179 5 5 8 9 698.875 65.923
3283 179 5 5 8 9 1.10976 63.9671
2549 179 5 5 8 9 64.0157 68.029
8660 179 5 5 8 9 2598.03 58.2156
7989 179 5 5 8 9 4360.7 66.0306
9406 179 5 5 8 9 5292.2 1.11646
4984 179 5 5 8 9 3140.19 56.3013
6869 179 5 5 8 9 1551.21 67.1679
7997 179 5 5 8 9 1756.57 2.08413
1437 179 5 5 8 9 2378.15 55.175
1249 179 5 5 8 9 77772.6 0.348171
3109 179 5 5 8 9 3345.99 68.6815
282 179 5 5 8 9 14.6984 61.5918
7425 179 5 5 8 9 281.576 62.0286
7479 179 5 5 8 9 1029.6 0.35286
8409 179 5 5 8 9 20453.8 4.97162
2778 179 5 5 8 9 2767.72 58.446
470 179 5 5 8 9 2754.47 68.3871
3036 179 5 5 8 9 802.237 3.52062
972 179 5 5 8 9 1601.25 1.24319
8978 179 5 5 8 9 7786.5 59.1956
1953 179 5 5 8 9 1602.73 59.6452
2346 179 5 5 8 9 9.03135 61.9359
2872 179 5 5 8 9 31645.5 1.31256
6457 179 5 5 8 9 47549.4 0.34973
