Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
1720 208 7 7 7 9 4408.85 0.666244
2806 208 7 7 7 9 4.08161 65.2601
2934 208 7 7 7 9 4.94921 67.7358
180 208 7 7 7 9 405.158 57.6288
2068 208 7 7 7 9 0.964456 65.6868
4835 208 7 7 7 9 2852.72 60.7662
1616 208 7 7 7 9 378.896 63.1468
98 208 7 7 7 9 731.476 62.4336
3407 208 7 7 7 9 1372.08 0.900158
1563 208 7 7 7 9 667.553 66.5291
7186 208 7 7 7 9 458.947 0.510522
4944 208 7 7 7 9 503.097 64.9163
5284 208 7 7 7 9 2885.77 0.364437
8970 208 7 7 7 9 2554.53 14.6862
6066 208 7 7 7 9 142.953 61.557
1282 208 7 7 7 9 454.73 63.9675
5701 208 7 7 7 9 6572.86 72.3509
1972 208 7 7 7 9 2755.75 63.2289
9265 208 7 7 7 9 1046.89 1.51133
9055 208 7 7 7 9 750.263 67.9504
7405 208 7 7 7 9 748.706 63.6603
1810 208 7 7 7 9 2696.08 1.35931
6616 208 7 7 7 9 12157.8 1.97622
2735 208 7 7 7 9 2545.69 65.4147
473 208 7 7 7 9 789.855 38.2493
540 208 7 7 7 9 253.962 71.3186
792 208 7 7 7 9 2128.8 1.35202
6659 208 7 7 7 9 1.02633 64.0257
9385 208 7 7 7 9 99.837 57.3197
6554 208 7 7 7 9 1.08765 58.9253
9234 208 7 7 7 9 1.38275 63.9261
3182 208 7 7 7 9 550.475 65.6699
9055 208 7 7 7 9 750.263 71.319
2793 208 7 7 7 9 309.616 61.8749
2787 208 7 7 7 9 24856.7 34.2443
4227 208 7 7 7 9 293.9 63.3609
1257 208 7 7 7 9 66.1953 62.5245
1497 208 7 7 7 9 621.122 0.87952
9582 208 7 7 7 9 0.942016 65.5419
4517 208 7 7 7 9 3887.29 1.17462
5189 208 7 7 7 9 3111.4 0.801569
5623 208 7 7 7 9 1340.44 61.0747
6031 208 7 7 7 9 1.06169 65.5481
7534 208 7 7 7 9 2701.85 4.62067
1627 208 7 7 7 9 2464.66 64.6822
3025 208 7 7 7 9 902.976 69.2525
7755 208 7 7 7 9 228.572 61.6226
5421 208 7 7 7 9 207.586 67.4973
3488 208 7 7 7 9 1137.56 67.8198
2438 208 7 7 7 9 390.908 71.4836
8953 208 7 7 7 9 218.601 60.625
