Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
2728 178 4 6 7 10 271.95 58.4827
7380 178 4 6 7 10 15470.3 64.0547
3805 178 4 6 7 10 4013.51 5.11379
758 178 4 6 7 10 1659.58 66.5745
6738 178 4 6 7 10 1152.12 59.8352
1652 178 4 6 7 10 4037.7 0.712057
734 178 4 6 7 10 3121.67 64.9546
606 178 4 6 7 10 11.3259 56.9472
9969 178 4 6 7 10 5519.45 57.1617
8984 178 4 6 7 10 1460.24 1.88549
3225 178 4 6 7 10 1795.47 62.8579
1927 178 4 6 7 10 2365.35 0.380033
5301 178 4 6 7 10 970.39 0.877701
6968 178 4 6 7 10 4764.59 63.5111
6861 178 4 6 7 10 3395 67.446
8301 178 4 6 7 10 1228.64 57.1973
4786 178 4 6 7 10 50.957 62.5381
348 178 4 6 7 10 2.70807 57.7348
9164 178 4 6 7 10 2957.86 66.2838
2917 178 4 6 7 10 339.75 57.8715
164 178 4 6 7 10 683.657 61.6299
9901 178 4 6 7 10 125.212 62.8586
6138 178 4 6 7 10 0.915485 62.9763
3159 178 4 6 7 10 1713.82 63.3674
1594 178 4 6 7 10 499.009 0.737171
6866 178 4 6 7 10 649.275 58.6057
7167 178 4 6 7 10 2352.7 55.9802
3793 178 4 6 7 10 313.29 56.2753
3100 178 4 6 7 10 51.8813 58.2652
4988 178 4 6 7 10 10576.7 1.05482
5900 178 4 6 7 10 45451.6 1.68101
3301 178 4 6 7 10 254.075 61.6969
8189 178 4 6 7 10 5542.41 0.486291
564 178 4 6 7 10 14.6558 53.645
10 178 4 6 7 10 2465.44 57.9817
72 178 4 6 7 10 709.19 3.82181
1314 178 4 6 7 10 3214.44 56.4605
2445 178 4 6 7 10 1257.99 54.0488
2881 178 4 6 7 10 1797.33 0.984858
6260 178 4 6 7 10 7642.53 53.8575
585 178 4 6 7 10 9708.41 59.0739
5743 178 4 6 7 10 1401.27 58.3399
3659 178 4 6 7 10 17709.2 63.4456
6718 178 4 6 7 10 1209.26 58.3633
3228 178 4 6 7 10 3951.09 62.1231
9096 178 4 6 7 10 239.405 55.7148
1176 178 4 6 7 10 0.917026 60.8439
3163 178 4 6 7 10 7019.32 57.7179
8881 178 4 6 7 10 55553.2 0.943074
9609 178 4 6 7 10 13517 60.0176
5698 178 4 6 7 10 176.407 60.0287
