Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
9439 207 5 7 8 9 8.90043 62.9471
1183 207 5 7 8 9 96.2352 59.9366
2699 207 5 7 8 9 9.34599 63.4846
1859 207 5 7 8 9 1578.58 64.7094
9808 207 5 7 8 9 139.687 71.2908
1393 207 5 7 8 9 1956.5 60.7044
4138 207 5 7 8 9 542.242 3.9475
965 207 5 7 8 9 0.900532 70.098
2120 207 5 7 8 9 3632.27 60.0341
4396 207 5 7 8 9 3256.25 63.8871
4200 207 5 7 8 9 5354.31 0.917533
7496 207 5 7 8 9 505.054 61.3325
955 207 5 7 8 9 1333.11 72.0951
1910 207 5 7 8 9 19065.7 1.25201
5145 207 5 7 8 9 2476.05 62.5305
77 207 5 7 8 9 128.608 66.0626
4976 207 5 7 8 9 1167.37 65.8228
2430 207 5 7 8 9 417.094 70.5195
982 207 5 7 8 9 4622.39 1.89409
7966 207 5 7 8 9 523.474 69.6236
2525 207 5 7 8 9 1707.83 66.0608
3001 207 5 7 8 9 5.69494 68.6336
3564 207 5 7 8 9 3.44307 66.1119
3964 207 5 7 8 9 161.576 60.8145
1545 207 5 7 8 9 7942.5 66.8341
3533 207 5 7 8 9 1140.42 66.4
1133 207 5 7 8 9 9.12735 65.3356
8605 207 5 7 8 9 2253.88 67.2417
7236 207 5 7 8 9 11777.4 0.727846
9162 207 5 7 8 9 14002.1 1.56331
1055 207 5 7 8 9 783.041 1.50276
365 207 5 7 8 9 4373.74 63.8976
6383 207 5 7 8 9 541.274 69.3113
8429 207 5 7 8 9 1595.38 64.9532
570 207 5 7 8 9 3501.12 0.583375
9994 207 5 7 8 9 97941.5 1.63906
7782 207 5 7 8 9 1199.63 0.528647
7526 207 5 7 8 9 5794.11 8.41111
761 207 5 7 8 9 6582.03 0.667965
920 207 5 7 8 9 26251.3 66.9046
4433 207 5 7 8 9 897.774 1.33714
7821 207 5 7 8 9 6375.03 2.21817
1508 207 5 7 8 9 8381.7 1.77708
2506 207 5 7 8 9 1703.36 65.6942
8023 207 5 7 8 9 0.939375 68.9023
1441 207 5 7 8 9 963.849 3.42433
923 207 5 7 8 9 45111.7 0.405923
291 207 5 7 8 9 32.2883 70.6684
7378 207 5 7 8 9 1023.95 2.7441
3143 207 5 7 8 9 3300.62 67.4845
3397 207 5 7 8 9 486.865 2.14741
