Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
1778 208 4 7 8 10 1046.46 1.27977
3907 208 4 7 8 10 0.90644 66.7368
3498 208 4 7 8 10 1121.81 4.4309
2658 208 4 7 8 10 2782.37 59.6627
3325 208 4 7 8 10 1240.4 64.6743
6565 208 4 7 8 10 2864.16 10.1972
7609 208 4 7 8 10 148390 67.9961
6909 208 4 7 8 10 267.817 58.2766
9972 208 4 7 8 10 1560.43 60.9676
7017 208 4 7 8 10 3072.87 57.5756
1990 208 4 7 8 10 828.323 0.53674
9620 208 4 7 8 10 1.00466 59.6501
715 208 4 7 8 10 0.918923 62.5907
8895 208 4 7 8 10 12137.1 62.3103
8658 208 4 7 8 10 46.5563 63.3242
9840 208 4 7 8 10 1122.31 62.4931
3155 208 4 7 8 10 7463.13 69.5969
1013 208 4 7 8 10 599.208 64.0905
3779 208 4 7 8 10 1644.05 63.0681
3900 208 4 7 8 10 1.27565 66.8044
9384 208 4 7 8 10 4.66631 60.1161
2971 208 4 7 8 10 3247.53 1.8334
6593 208 4 7 8 10 140.658 62.5713
2353 208 4 7 8 10 8498.89 70.8968
2146 208 4 7 8 10 18669.1 0.743251
2068 208 4 7 8 10 0.967914 56.893
9248 208 4 7 8 10 8012.6 1.64873
2961 208 4 7 8 10 3651.87 64.1758
3422 208 4 7 8 10 0.952575 57.4697
91 208 4 7 8 10 9541.86 10.2836
1570 208 4 7 8 10 0.947647 60.4719
6964 208 4 7 8 10 2591.72 2.03951
9652 208 4 7 8 10 2528.44 3.0315
676 208 4 7 8 10 0.924193 65.2627
5822 208 4 7 8 10 1311.1 66.6219
1155 208 4 7 8 10 11278 0.704253
6409 208 4 7 8 10 1020.09 62.5773
7858 208 4 7 8 10 974.902 64.6206
3367 208 4 7 8 10 949.182 0.676831
3754 208 4 7 8 10 731.842 68.4194
4398 208 4 7 8 10 2477.87 59.6431
1600 208 4 7 8 10 1469.24 59.387
8789 208 4 7 8 10 1088.25 68.5607
7699 208 4 7 8 10 2.48147 63.5878
5871 208 4 7 8 10 2383.06 0.58836
5762 208 4 7 8 10 0.90073 68.3133
9349 208 4 7 8 10 1278.37 1.28347
5618 208 4 7 8 10 84.9246 64.7419
8269 208 4 7 8 10 782.819 63.2259
1611 208 4 7 8 10 75.5867 67.3918
9239 208 4 7 8 10 246.65 59.8173
