Seed  np arch1 arch2 arch3 arch4 chi2/dat duration
2989 113 4 5 5 7 728.935 49.8542
9475 113 4 5 5 7 5595.88 1.48136
303 113 4 5 5 7 1464.46 55.0007
6147 113 4 5 5 7 2152.17 1.40064
9930 113 4 5 5 7 1712.23 57.1397
7853 113 4 5 5 7 677.847 0.488865
429 113 4 5 5 7 4081.78 4.34514
2541 113 4 5 5 7 19826.4 0.51584
7642 113 4 5 5 7 215.342 51.6602
8134 113 4 5 5 7 253.167 49.2333
7700 113 4 5 5 7 586.137 5.2205
9653 113 4 5 5 7 4023.51 51.4119
654 113 4 5 5 7 1378.31 50.7868
9435 113 4 5 5 7 19582.2 58.5073
9906 113 4 5 5 7 923.335 50.9522
8969 113 4 5 5 7 12636.9 0.617807
4936 113 4 5 5 7 12640.6 1.13199
3494 113 4 5 5 7 5195.61 0.511573
6878 113 4 5 5 7 1772.1 1.23046
5427 113 4 5 5 7 1941.66 46.9589
7406 113 4 5 5 7 721.925 56.3165
6538 113 4 5 5 7 1287.98 4.9139
9001 113 4 5 5 7 132.274 53.3647
7116 113 4 5 5 7 15600.5 51.769
2495 113 4 5 5 7 417.348 0.450227
1564 113 4 5 5 7 27429.1 1.3314
7646 113 4 5 5 7 6251.08 0.547694
3882 113 4 5 5 7 1056.11 1.43017
5682 113 4 5 5 7 11657.7 3.4108
1467 113 4 5 5 7 474.222 55.589
3456 113 4 5 5 7 582.426 51.5104
8822 113 4 5 5 7 211.174 49.9456
6480 113 4 5 5 7 2.56878 48.3533
3290 113 4 5 5 7 6509.57 1.59965
2692 113 4 5 5 7 786.79 2.3243
997 113 4 5 5 7 2996.52 0.474951
4656 113 4 5 5 7 763.896 0.747626
440 113 4 5 5 7 13436.4 54.3969
6579 113 4 5 5 7 21475.3 1.88233
719 113 4 5 5 7 1723.85 0.428482
754 113 4 5 5 7 210973 0.48089
3541 113 4 5 5 7 842.85 55.4765
4989 113 4 5 5 7 7265.58 52.4482
3938 113 4 5 5 7 86.7233 54.1126
694 113 4 5 5 7 1696.99 2.1753
904 113 4 5 5 7 5.49471 54.2802
1029 113 4 5 5 7 912.328 0.5183
1854 113 4 5 5 7 2045.31 57.024
1931 113 4 5 5 7 2311.07 50.683
7107 113 4 5 5 7 3.04955e+06 0.495115
676 113 4 5 5 7 529.623 4.63411
