Seed  np arch1 arch2 chi2/dat duration
3611 45 10 2 491.593 0.815302
1150 45 10 2 155.65 0.9235
3972 45 10 2 95.3632 99.2706
3655 45 10 2 15.5849 78.7049
8843 45 10 2 16.2193 87.3763
6440 45 10 2 100.697 77.7223
2007 45 10 2 7679.58 0.507357
8954 45 10 2 181.635 1.02389
9732 45 10 2 0.829123 90.5411
1023 45 10 2 680.545 0.925518
2899 45 10 2 22.1693 76.1638
2229 45 10 2 216.925 26.8463
4801 45 10 2 738.492 0.719624
2729 45 10 2 216.504 94.6784
1436 45 10 2 324.986 0.917301
6966 45 10 2 946.902 0.714932
9413 45 10 2 174.038 0.710299
7081 45 10 2 302.015 84.2643
9734 45 10 2 3598.91 0.608318
2651 45 10 2 169.185 2.34956
2495 45 10 2 68.0443 0.721799
7491 45 10 2 1.53728 77.1583
856 45 10 2 32.755 96.9464
6595 45 10 2 38.7045 74.3465
7291 45 10 2 103.057 0.613716
8229 45 10 2 378.696 86.3015
4922 45 10 2 65.3854 6.53726
62 45 10 2 179.992 3.37829
6298 45 10 2 443.625 0.832269
6209 45 10 2 2.22761 80.0673
7028 45 10 2 1934.59 0.510222
1120 45 10 2 895.67 0.507808
6257 45 10 2 261.639 0.509507
5959 45 10 2 2160.5 0.611492
8531 45 10 2 179.394 0.612202
6047 45 10 2 270.678 0.714611
1501 45 10 2 325.678 1.02768
4503 45 10 2 313.391 20.1545
6065 45 10 2 42.5817 91.3162
4072 45 10 2 616.459 6.04292
725 45 10 2 109.674 0.721746
2859 45 10 2 464.32 0.9261
9597 45 10 2 355.616 2.66857
6897 45 10 2 98.1961 0.618309
4085 45 10 2 134.438 1.32671
5705 45 10 2 70.0971 0.713073
1908 45 10 2 218.853 0.925697
2906 45 10 2 189.635 0.725611
8616 45 10 2 281.414 77.2653
97 45 10 2 3781.87 98.5007
6271 45 10 2 13.3276 70.2872
