Seed  np arch1 arch2 chi2/dat duration
6948 21 4 2 17.4879 36.1618
4858 21 4 2 17.6066 34.9471
3521 21 4 2 35.2013 39.0999
9543 21 4 2 172.053 0.329562
6075 21 4 2 35.4829 0.234875
8355 21 4 2 6.87604 41.5373
4856 21 4 2 236.385 36.63
1067 21 4 2 49.87 32.3849
7506 21 4 2 475.196 0.383233
5875 21 4 2 619.28 0.620942
2597 21 4 2 87.4379 38.2166
4891 21 4 2 37.4536 39.5488
8986 21 4 2 87.5166 0.580909
361 21 4 2 206.538 34.8756
940 21 4 2 447.722 0.288555
4349 21 4 2 36.3975 37.3586
3012 21 4 2 111.175 89.0241
9476 21 4 2 357.955 0.282288
117 21 4 2 1198.92 0.767676
7320 21 4 2 1555.94 2.08151
9302 21 4 2 329.418 0.474056
2454 21 4 2 105.714 38.5573
6412 21 4 2 261.652 0.291838
109 21 4 2 27.6537 36.0041
3162 21 4 2 131.385 7.90886
4592 21 4 2 42.7518 38.2797
7236 21 4 2 231.548 2.32479
9772 21 4 2 36.2865 41.4572
2973 21 4 2 117.99 0.388061
6960 21 4 2 420.78 0.763149
9135 21 4 2 33.8479 16.2482
5116 21 4 2 1349.75 35.8903
9719 21 4 2 28.2399 35.336
7959 21 4 2 93.8983 35.399
8513 21 4 2 1629.7 2.51763
1280 21 4 2 53.3164 38.4291
9158 21 4 2 267.501 45.3627
8187 21 4 2 84.9945 34.5084
8709 21 4 2 48.487 36.6518
2916 21 4 2 2271.22 40.4078
90 21 4 2 449.386 0.336019
2355 21 4 2 92.3095 42.8223
8524 21 4 2 1566.92 1.48541
646 21 4 2 283.446 0.424651
8440 21 4 2 348.78 44.7806
409 21 4 2 150.788 38.2354
1585 21 4 2 23.9424 39.9847
1790 21 4 2 123.113 10.2247
2359 21 4 2 259.431 39.1258
2573 21 4 2 92.6098 33.767
2494 21 4 2 26.6837 39.2578
