Seed  np arch1 arch2 chi2/dat duration
8869 32 5 3 382.551 1.30287
880 32 5 3 1381.29 1.80106
1932 32 5 3 477.083 48.4787
9832 32 5 3 363.147 55.3449
2460 32 5 3 94.3092 0.582731
873 32 5 3 259.72 59.4911
8791 32 5 3 213.447 1.44776
139 32 5 3 13.78 51.6893
4222 32 5 3 0.785258 70.9367
2428 32 5 3 15.6524 58.8611
1458 32 5 3 94.2578 63.8931
6735 32 5 3 11.7211 65.8468
9815 32 5 3 78.8498 58.6333
5776 32 5 3 168.276 47.9533
13 32 5 3 6247.25 0.650444
8547 32 5 3 27.11 65.8752
2849 32 5 3 684.259 0.358691
634 32 5 3 35.3551 54.7645
3329 32 5 3 3.00694 56.8314
8191 32 5 3 900.746 0.515174
5913 32 5 3 340.534 54.3381
328 32 5 3 8.56875 60.4126
8572 32 5 3 19.316 49.0083
1512 32 5 3 276.901 0.64997
6302 32 5 3 261.036 0.577611
9829 32 5 3 71.9358 0.573827
1136 32 5 3 53.1111 54.9923
9501 32 5 3 124.104 58.0818
4060 32 5 3 99.4415 0.506102
6822 32 5 3 7.24057 45.0778
3993 32 5 3 4036.87 49.3481
7964 32 5 3 101.889 58.9234
3091 32 5 3 1.13834 54.454
7148 32 5 3 101.876 0.514646
3044 32 5 3 162.999 46.6026
1158 32 5 3 0.669124 68.2494
700 32 5 3 81.3122 62.7369
539 32 5 3 90.277 54.8612
717 32 5 3 11058.1 1.09241
8772 32 5 3 0.747307 67.5506
243 32 5 3 244.061 0.938353
7615 32 5 3 27.2055 59.6475
384 32 5 3 24.8455 68.8412
1678 32 5 3 323.165 0.64897
9963 32 5 3 188.854 1.45066
1016 32 5 3 104.642 55.819
6133 32 5 3 12.9047 61.9934
6116 32 5 3 0.738984 64.9329
8773 32 5 3 0.751504 67.8632
4378 32 5 3 223.041 70.0017
2834 32 5 3 161.621 1.67054
