Seed  np arch1 arch2 chi2/dat duration
9539 69 10 4 6.11481 101.386
612 69 10 4 67.1997 112.376
8276 69 10 4 184.489 1.90591
1237 69 10 4 46.8941 116.296
3977 69 10 4 33.1024 103.981
7772 69 10 4 0.670553 134.462
924 69 10 4 1.76983 106.318
639 69 10 4 0.699944 106.283
1770 69 10 4 134.368 0.95164
2188 69 10 4 102.35 120.738
1626 69 10 4 10.5985 122.864
9043 69 10 4 26.6807 128.317
1788 69 10 4 354.509 1.5749
3698 69 10 4 55.5987 100.364
1396 69 10 4 189.474 13.3275
2354 69 10 4 141.121 99.2205
3088 69 10 4 37.8255 130.066
5923 69 10 4 23.1615 129.038
2413 69 10 4 10.5978 118.03
7339 69 10 4 33.0423 118.574
3428 69 10 4 49.8889 102.83
1286 69 10 4 188.605 109.714
2081 69 10 4 247.416 149.981
9481 69 10 4 1.23412 119.051
432 69 10 4 0.665234 121.746
9253 69 10 4 211.8 142.433
1168 69 10 4 47.617 126.134
3133 69 10 4 79.6013 97.1906
1519 69 10 4 802.007 138.628
4186 69 10 4 29.9094 122.764
4539 69 10 4 0.726298 139.514
1525 69 10 4 80.9549 107.202
5545 69 10 4 123.368 141.891
9856 69 10 4 2237.05 1.42131
2245 69 10 4 37.4777 111.12
936 69 10 4 67.4375 118.062
3660 69 10 4 24.3972 103.297
900 69 10 4 410.114 3.3222
3165 69 10 4 1.07902 113.579
7893 69 10 4 206.731 147.772
2844 69 10 4 40.3712 112.092
9008 69 10 4 372.026 3.15264
7435 69 10 4 57.2445 136.133
2448 69 10 4 139.185 123.353
6421 69 10 4 31.6518 121.623
8684 69 10 4 8.83174 102.843
359 69 10 4 442.624 1.26469
2461 69 10 4 21.8914 127.86
6905 69 10 4 50.9168 114.564
6538 69 10 4 0.566362 147.552
4888 69 10 4 8.40278 109.731
