Seed  np arch1 arch2 chi2/dat duration
5025 69 7 6 5.73755 107.487
6704 69 7 6 21.3897 142.137
1192 69 7 6 5.37311 113.691
7059 69 7 6 0.708254 124.371
3972 69 7 6 34.4918 112.594
8345 69 7 6 0.579457 136.661
5905 69 7 6 89.7682 151.054
6405 69 7 6 0.435737 138.685
7954 69 7 6 0.556136 137.95
4908 69 7 6 36.4195 145.249
6051 69 7 6 0.600697 134.386
9472 69 7 6 0.937178 113.932
3731 69 7 6 0.784225 117.426
2351 69 7 6 7.31619 113.792
8061 69 7 6 5.53832 130.665
3520 69 7 6 1026.13 102.356
3002 69 7 6 0.559078 112.468
8025 69 7 6 24.7622 117.549
5495 69 7 6 24.622 122.192
3957 69 7 6 33.7155 108.413
2936 69 7 6 14.1363 132.894
777 69 7 6 22.0772 143.035
4927 69 7 6 19.1424 147.056
2032 69 7 6 51.0155 104.172
9938 69 7 6 12564.4 3.15695
1462 69 7 6 37.0165 130.409
7967 69 7 6 138.877 118.308
9110 69 7 6 93.2563 123.102
3668 69 7 6 0.612386 145.975
316 69 7 6 31.8007 151.269
7280 69 7 6 0.560482 140.624
5396 69 7 6 0.597724 148.085
2680 69 7 6 1013.81 116.236
9948 69 7 6 0.61679 133.807
5313 69 7 6 888.181 4.10203
111 69 7 6 3.35812 109.78
6663 69 7 6 96.3419 104.848
3107 69 7 6 0.536769 127.622
9407 69 7 6 60.8091 142.496
4285 69 7 6 0.652003 145.127
9048 69 7 6 17.7045 123.49
5357 69 7 6 364.92 1.58746
1620 69 7 6 8.4101 103.953
6452 69 7 6 75.4203 125.892
5931 69 7 6 38.6643 118.015
8466 69 7 6 10.3783 113.236
1284 69 7 6 2742.86 4.28332
4320 69 7 6 48.5536 113.067
7477 69 7 6 3.94744 121.964
2049 69 7 6 13.26 112.385
241 69 7 6 490.08 1.11299
