Seed  np arch1 arch2 chi2/dat duration
5974 87 8 7 127.623 166.77
8545 87 8 7 115.87 180.221
735 87 8 7 39.6083 151.116
2430 87 8 7 21.5221 181.763
9595 87 8 7 9.08928 152.312
3976 87 8 7 5.27488 131.231
5441 87 8 7 41.4983 153.756
1721 87 8 7 0.635591 156.11
6104 87 8 7 330.392 187.211
3444 87 8 7 647.611 2.41154
1832 87 8 7 30.8311 167.068
8320 87 8 7 1.01821 163.834
3029 87 8 7 8.6913 190.738
7971 87 8 7 136.986 152.152
5932 87 8 7 6.15817 149.92
7988 87 8 7 1.656 152.817
2450 87 8 7 2.61986 156.277
3097 87 8 7 2645.67 1.40085
9928 87 8 7 31.8625 156.028
4323 87 8 7 14.5477 182.681
7062 87 8 7 135.182 194.881
8129 87 8 7 5.90967 139.467
9942 87 8 7 53.1893 194.411
3425 87 8 7 21.2301 115.02
5590 87 8 7 13.5046 176.801
2383 87 8 7 55.8195 160.459
7983 87 8 7 0.636818 149.349
1532 87 8 7 15.8303 176.9
9803 87 8 7 0.546825 161.336
584 87 8 7 9.73192 159.16
1803 87 8 7 0.608824 154.507
185 87 8 7 1.45167 142.8
8600 87 8 7 0.482691 172.632
3221 87 8 7 8.2536 143.599
5849 87 8 7 0.446982 165.967
8039 87 8 7 55.3372 160.043
8387 87 8 7 0.470814 162.487
7272 87 8 7 0.682957 129.837
8543 87 8 7 8.10742 155.759
3498 87 8 7 441.639 155.404
7271 87 8 7 18.4895 141.783
8109 87 8 7 110.279 186.214
1186 87 8 7 0.563337 164.385
1905 87 8 7 10.1346 192.553
345 87 8 7 9.34998 180.435
3671 87 8 7 0.364736 185.062
6947 87 8 7 0.556088 144.35
7583 87 8 7 47.7431 154.933
2936 87 8 7 16.4477 130.314
3237 87 8 7 2.2341 132.209
3948 87 8 7 85.8403 168.635
