Seed  np arch1 arch2 chi2/dat duration
4052 60 7 5 600.304 1.23924
5895 60 7 5 52.6678 100.011
6573 60 7 5 3.90835 89.7387
1053 60 7 5 369.984 103.438
1072 60 7 5 51.1249 117.03
7781 60 7 5 39.2729 89.8221
1756 60 7 5 30.863 127.741
2796 60 7 5 335.294 122.854
2604 60 7 5 6.38332 112.639
2083 60 7 5 43.5 90.8254
903 60 7 5 0.656149 101.501
9291 60 7 5 1.95874 116.903
2383 60 7 5 0.725427 120.346
8830 60 7 5 12.3054 117.648
8290 60 7 5 700.636 107.643
5331 60 7 5 93.0813 100.964
717 60 7 5 11058.8 10.9194
814 60 7 5 317.502 0.959477
3117 60 7 5 580.637 92.5817
8243 60 7 5 502.271 122.977
1007 60 7 5 12.755 112.192
7561 60 7 5 51.5042 116.675
9074 60 7 5 83.2971 112.371
6433 60 7 5 601.384 104.923
3950 60 7 5 304.974 1.22832
9087 60 7 5 20.6721 112.38
7513 60 7 5 50.7833 96.1127
2897 60 7 5 48.1128 131.132
5815 60 7 5 0.642699 121.759
6394 60 7 5 0.690025 124.765
5396 60 7 5 53.6025 127.937
1810 60 7 5 6.95569 100.261
4846 60 7 5 2252.7 0.825234
918 60 7 5 0.603172 124.091
8786 60 7 5 0.911163 114.535
9879 60 7 5 0.602546 240.325
2622 60 7 5 34.362 94.0513
400 60 7 5 45.985 118.814
8649 60 7 5 29.0371 83.4276
6592 60 7 5 15.7655 129.073
9162 60 7 5 212.358 2.17812
7269 60 7 5 73.4808 106.425
9897 60 7 5 140.848 82.3824
3203 60 7 5 1247.42 0.817779
2637 60 7 5 249.129 1.49421
7474 60 7 5 1.71165 96.276
1879 60 7 5 1.33383 121.173
5284 60 7 5 19.3189 86.673
9464 60 7 5 5.03174 120.223
7072 60 7 5 353.507 108.321
2537 60 7 5 167.386 127.931
